,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2,X3,X4
4511,Himachal Pradesh,kangra,2006,kharif,Rice,38279.0,54148.0,1.414561509,50934.0,48680.0,1766.6,1470.8
4512,Himachal Pradesh,kangra,2007,kharif,Rice,37121.0,53986.0,1.454325045,54148.0,50934.0,1610.0,1766.6
4513,Himachal Pradesh,kangra,2008,kharif,Rice,36855.0,55836.0,1.515018315,53986.0,54148.0,1805.3,1610.0
4514,Himachal Pradesh,kangra,2010,kharif,Rice,37611.0,59209.0,1.574246896,55836.0,53986.0,1611.2,1209.9
4515,Himachal Pradesh,kinnaur,1998,kharif,Rice,23.0,33.0,1.434782609,,,903.462,798.2639999999999
4516,Himachal Pradesh,kinnaur,1999,kharif,Rice,30.0,45.0,1.5,33.0,,730.148,903.462
4517,Himachal Pradesh,kinnaur,2000,kharif,Rice,23.0,35.0,1.52173913,45.0,33.0,757.433,730.148
4518,Himachal Pradesh,kinnaur,2001,kharif,Rice,29.0,49.0,1.689655172,35.0,45.0,692.393,757.433
4519,Himachal Pradesh,kinnaur,2002,kharif,Rice,31.0,32.0,1.032258065,49.0,35.0,920.927,692.393
4520,Himachal Pradesh,kinnaur,2003,kharif,Rice,27.0,40.0,1.4814814809999999,32.0,49.0,,
4521,Himachal Pradesh,kinnaur,2004,kharif,Rice,31.0,43.0,1.387096774,40.0,32.0,,
4522,Himachal Pradesh,kinnaur,2005,kharif,Rice,22.0,31.0,1.4090909090000001,43.0,40.0,643.8,255.9
4523,Himachal Pradesh,kinnaur,2006,kharif,Rice,28.0,44.0,1.571428571,31.0,43.0,333.6,643.8
4524,Himachal Pradesh,kinnaur,2007,kharif,Rice,13.0,20.0,1.5384615380000002,44.0,31.0,628.5,333.6
4525,Himachal Pradesh,kinnaur,2008,kharif,Rice,16.0,24.0,1.5,20.0,44.0,735.1,628.5
4526,Himachal Pradesh,kinnaur,2010,kharif,Rice,15.0,25.0,1.6666666669999999,24.0,20.0,1069.8,572.0
4527,Himachal Pradesh,kullu,1998,kharif,Rice,1655.0,1965.0,1.187311178,,,891.341,987.315
4528,Himachal Pradesh,kullu,1999,kharif,Rice,1719.0,2241.0,1.303664921,1965.0,,761.9789999999999,891.341
4529,Himachal Pradesh,kullu,2000,kharif,Rice,1507.0,2287.0,1.517584605,2241.0,1965.0,726.9889999999999,761.9789999999999
4530,Himachal Pradesh,kullu,2001,kharif,Rice,1618.0,2417.0,1.49381953,2287.0,2241.0,734.905,726.9889999999999
4531,Himachal Pradesh,kullu,2002,kharif,Rice,1719.0,2776.0,1.614892379,2417.0,2287.0,879.8589999999999,734.905
4532,Himachal Pradesh,kullu,2003,kharif,Rice,1558.0,2046.0,1.31322208,2776.0,2417.0,,
4533,Himachal Pradesh,kullu,2004,kharif,Rice,1546.0,2571.0,1.663001294,2046.0,2776.0,,
4534,Himachal Pradesh,kullu,2005,kharif,Rice,1513.0,1449.0,0.9576999340000001,2571.0,2046.0,,
4535,Himachal Pradesh,kullu,2006,kharif,Rice,1478.0,1928.0,1.304465494,1449.0,2571.0,,
4536,Himachal Pradesh,kullu,2007,kharif,Rice,1469.0,1984.0,1.350578625,1928.0,1449.0,,
4537,Himachal Pradesh,kullu,2008,kharif,Rice,1439.0,1972.0,1.3703961080000002,1984.0,1928.0,,
4538,Himachal Pradesh,kullu,2010,kharif,Rice,1516.0,1822.0,1.201846966,1972.0,1984.0,,
4539,Himachal Pradesh,mandi,1998,kharif,Rice,20697.0,29448.0,1.422814901,,,819.922,1000.064
4540,Himachal Pradesh,mandi,1999,kharif,Rice,20447.0,30646.0,1.49880178,29448.0,,655.556,819.922
4541,Himachal Pradesh,mandi,2000,kharif,Rice,20083.0,31474.0,1.567196136,30646.0,29448.0,677.6289999999999,655.556
4542,Himachal Pradesh,mandi,2001,kharif,Rice,19762.0,33767.0,1.7086833319999999,31474.0,30646.0,666.217,677.6289999999999
4543,Himachal Pradesh,mandi,2002,kharif,Rice,20942.0,22461.0,1.072533664,33767.0,31474.0,758.306,666.217
4544,Himachal Pradesh,mandi,2003,kharif,Rice,19783.0,28981.0,1.464944649,22461.0,33767.0,,
4545,Himachal Pradesh,mandi,2004,kharif,Rice,20092.0,25275.0,1.257963369,28981.0,22461.0,,
4546,Himachal Pradesh,mandi,2005,kharif,Rice,20276.0,29167.0,1.4384987180000002,25275.0,28981.0,1264.4,1170.1
4547,Himachal Pradesh,mandi,2006,kharif,Rice,19566.0,27068.0,1.383420219,29167.0,25275.0,1265.2,1264.4
4548,Himachal Pradesh,mandi,2007,kharif,Rice,19469.0,25002.0,1.2841953879999999,27068.0,29167.0,1472.3,1265.2
4549,Himachal Pradesh,mandi,2008,kharif,Rice,20171.0,27410.0,1.3588815630000002,25002.0,27068.0,1300.5,1472.3
4550,Himachal Pradesh,mandi,2010,kharif,Rice,19481.0,30528.0,1.567065346,27410.0,25002.0,1483.6,965.2
4551,Himachal Pradesh,shimla,1998,kharif,Rice,2898.0,3722.0,1.284334023,,,877.7610000000001,936.704
4552,Himachal Pradesh,shimla,1999,kharif,Rice,2923.0,3333.0,1.140266849,3722.0,,677.2810000000001,877.7610000000001
4553,Himachal Pradesh,shimla,2000,kharif,Rice,2579.0,2370.0,0.918960838,3333.0,3722.0,757.303,677.2810000000001
4554,Himachal Pradesh,shimla,2001,kharif,Rice,2368.0,2978.0,1.257601351,2370.0,3333.0,669.002,757.303
4555,Himachal Pradesh,shimla,2002,kharif,Rice,3087.0,2636.0,0.8539034659999999,2978.0,2370.0,804.503,669.002
4556,Himachal Pradesh,shimla,2003,kharif,Rice,2261.0,2207.0,0.9761167620000001,2636.0,2978.0,,
4557,Himachal Pradesh,shimla,2004,kharif,Rice,1981.0,2122.0,1.071176174,2207.0,2636.0,,
4558,Himachal Pradesh,shimla,2005,kharif,Rice,1810.0,1966.0,1.086187845,2122.0,2207.0,,
4559,Himachal Pradesh,shimla,2006,kharif,Rice,1651.0,1887.0,1.142943671,1966.0,2122.0,,
4560,Himachal Pradesh,shimla,2007,kharif,Rice,1640.0,1602.0,0.9768292679999999,1887.0,1966.0,,
4561,Himachal Pradesh,shimla,2008,kharif,Rice,1214.0,1209.0,0.995881384,1602.0,1887.0,,
4562,Himachal Pradesh,shimla,2010,kharif,Rice,1359.0,1464.0,1.077262693,1209.0,1602.0,,
4563,Himachal Pradesh,sirmaur,1998,kharif,Rice,5224.0,7682.0,1.470520674,,,779.6389999999999,878.0210000000001
4564,Himachal Pradesh,sirmaur,1999,kharif,Rice,5427.0,8199.0,1.510779436,7682.0,,527.635,779.6389999999999
4565,Himachal Pradesh,sirmaur,2000,kharif,Rice,5974.0,9829.0,1.645296284,8199.0,7682.0,696.1519999999999,527.635
4566,Himachal Pradesh,sirmaur,2001,kharif,Rice,5884.0,11236.0,1.909585316,9829.0,8199.0,553.7669999999999,696.1519999999999
4567,Himachal Pradesh,sirmaur,2002,kharif,Rice,5270.0,5278.0,1.001518027,11236.0,9829.0,641.7909999999999,553.7669999999999
4568,Himachal Pradesh,sirmaur,2003,kharif,Rice,5383.0,8729.0,1.6215864759999998,5278.0,11236.0,,
4569,Himachal Pradesh,sirmaur,2004,kharif,Rice,5509.0,7881.0,1.4305681609999998,8729.0,5278.0,,
4570,Himachal Pradesh,sirmaur,2005,kharif,Rice,5435.0,7223.0,1.3289788409999999,7881.0,8729.0,,
4571,Himachal Pradesh,sirmaur,2006,kharif,Rice,5328.0,12012.0,2.254504505,7223.0,7881.0,,
4572,Himachal Pradesh,sirmaur,2007,kharif,Rice,5634.0,12805.0,2.272807952,12012.0,7223.0,,
4573,Himachal Pradesh,sirmaur,2008,kharif,Rice,5730.0,7778.0,1.3574171030000002,12805.0,12012.0,,
4574,Himachal Pradesh,sirmaur,2010,kharif,Rice,6115.0,13833.0,2.2621422730000003,7778.0,12805.0,,
4575,Himachal Pradesh,solan,1998,kharif,Rice,3652.0,6165.0,1.6881161009999999,,,712.8580000000001,908.7410000000001
4576,Himachal Pradesh,solan,1999,kharif,Rice,3481.0,6443.0,1.8509049119999998,6165.0,,507.006,712.8580000000001
4577,Himachal Pradesh,solan,2000,kharif,Rice,3552.0,7510.0,2.114301802,6443.0,6165.0,623.919,507.006
4578,Himachal Pradesh,solan,2001,kharif,Rice,3305.0,6156.0,1.862632375,7510.0,6443.0,544.682,623.919
4579,Himachal Pradesh,solan,2002,kharif,Rice,3377.0,5377.0,1.592241635,6156.0,7510.0,605.577,544.682
4580,Himachal Pradesh,solan,2003,kharif,Rice,5355.0,7866.0,1.4689075630000001,5377.0,6156.0,,
4581,Himachal Pradesh,solan,2004,kharif,Rice,4742.0,10401.0,2.193378321,7866.0,5377.0,,
4582,Himachal Pradesh,solan,2005,kharif,Rice,4721.0,8283.0,1.754501165,10401.0,7866.0,950.7,813.1
4583,Himachal Pradesh,solan,2006,kharif,Rice,4634.0,10968.0,2.36685369,8283.0,10401.0,974.6,950.7
4584,Himachal Pradesh,solan,2007,kharif,Rice,4351.0,10126.0,2.327281085,10968.0,8283.0,1173.8,974.6
4585,Himachal Pradesh,solan,2008,kharif,Rice,4260.0,10565.0,2.480046948,10126.0,10968.0,1492.1,1173.8
4586,Himachal Pradesh,solan,2010,kharif,Rice,2094.0,5166.0,2.467048711,10565.0,10126.0,1377.3,882.1
4587,Himachal Pradesh,una,1998,kharif,Rice,2592.0,5332.0,2.057098765,,,660.702,982.023
4588,Himachal Pradesh,una,1999,kharif,Rice,2677.0,5851.0,2.185655585,5332.0,,523.4159999999999,660.702
4589,Himachal Pradesh,una,2000,kharif,Rice,2611.0,5405.0,2.070088089,5851.0,5332.0,570.485,523.4159999999999
4590,Himachal Pradesh,una,2001,kharif,Rice,3248.0,7795.0,2.399938424,5405.0,5851.0,571.525,570.485
4591,Himachal Pradesh,una,2002,kharif,Rice,2744.0,4205.0,1.5324344019999998,7795.0,5405.0,596.66,571.525
4592,Himachal Pradesh,una,2003,kharif,Rice,2520.0,4633.0,1.8384920630000001,4205.0,7795.0,,
4593,Himachal Pradesh,una,2004,kharif,Rice,2021.0,3572.0,1.76744186,4633.0,4205.0,,
4594,Himachal Pradesh,una,2005,kharif,Rice,2019.0,3311.0,1.6399207530000002,3572.0,4633.0,1217.4,1108.4
4595,Himachal Pradesh,una,2006,kharif,Rice,1976.0,4464.0,2.259109312,3311.0,3572.0,1308.5,1217.4
4596,Himachal Pradesh,una,2007,kharif,Rice,2023.0,4651.0,2.299060801,4464.0,3311.0,1244.3,1308.5
4597,Himachal Pradesh,una,2008,kharif,Rice,1803.0,4029.0,2.234608985,4651.0,4464.0,1471.5,1244.3
4598,Himachal Pradesh,una,2010,kharif,Rice,1919.0,5277.0,2.749869724,4029.0,4651.0,1182.3,1212.2
4599,Jammu and Kashmir ,anantnag,1997,kharif,Rice,41279.0,1105.0,0.026769058999999998,,,,
4600,Jammu and Kashmir ,anantnag,1999,kharif,Rice,40380.0,90749.1,2.247377415,1105.0,,,
4601,Jammu and Kashmir ,anantnag,2000,kharif,Rice,37577.0,69551.8,1.8509141230000001,90749.1,1105.0,,
4602,Jammu and Kashmir ,anantnag,2001,kharif,Rice,38893.0,56910.0,1.4632453140000001,69551.8,90749.1,,
4603,Jammu and Kashmir ,anantnag,2002,kharif,Rice,39013.0,80077.0,2.05257222,56910.0,69551.8,,
4604,Jammu and Kashmir ,anantnag,2003,kharif,Rice,40375.0,94313.0,2.335925697,80077.0,56910.0,,
4605,Jammu and Kashmir ,anantnag,2004,kharif,Rice,40375.0,105726.0,2.618600619,94313.0,80077.0,,
4606,Jammu and Kashmir ,anantnag,2005,kharif,Rice,40927.0,117980.0,2.8826935760000003,105726.0,94313.0,1175.3,776.7
4607,Jammu and Kashmir ,anantnag,2007,kharif,Rice,25086.0,64867.0,2.5857848999999997,117980.0,105726.0,768.2,1207.6
4608,Jammu and Kashmir ,anantnag,2014,kharif,Rice,23904.0,19403.0,0.8117051540000001,64867.0,117980.0,,
4609,Jammu and Kashmir ,badgam,1997,kharif,Rice,27897.0,626.0,0.022439689,,,1099.881,1340.096
4610,Jammu and Kashmir ,badgam,1999,kharif,Rice,26568.0,34191.9,1.286957995,626.0,,806.0219999999999,740.508
4611,Jammu and Kashmir ,badgam,2000,kharif,Rice,24907.0,39978.4,1.6051069980000001,34191.9,626.0,622.634,806.0219999999999
4612,Jammu and Kashmir ,badgam,2001,kharif,Rice,25245.0,44757.0,1.772905526,39978.4,34191.9,861.035,622.634
4613,Jammu and Kashmir ,badgam,2002,kharif,Rice,24858.0,55256.0,2.222865878,44757.0,39978.4,833.26,861.035
4614,Jammu and Kashmir ,badgam,2003,kharif,Rice,24617.0,43876.0,1.782345534,55256.0,44757.0,,
4615,Jammu and Kashmir ,badgam,2004,kharif,Rice,23734.0,40372.0,1.7010196340000001,43876.0,55256.0,,
4616,Jammu and Kashmir ,badgam,2005,kharif,Rice,24176.0,61700.0,2.5521178030000002,40372.0,43876.0,,
4617,Jammu and Kashmir ,badgam,2007,kharif,Rice,23092.0,51080.0,2.212021479,61700.0,40372.0,,
4618,Jammu and Kashmir ,badgam,2014,kharif,Rice,26183.0,23727.0,0.9061986790000001,51080.0,61700.0,,
4619,Jammu and Kashmir ,bandipora,2007,kharif,Rice,9588.0,26293.0,2.7422820189999997,,,,
4620,Jammu and Kashmir ,bandipora,2014,kharif,Rice,9203.0,11049.0,1.200586765,26293.0,,,
4621,Jammu and Kashmir ,baramula,1997,kharif,Rice,34304.0,670.0,0.01953125,,,938.908,1262.714
4622,Jammu and Kashmir ,baramula,1999,kharif,Rice,27678.0,36961.7,1.335418022,670.0,,744.7769999999999,755.817
4623,Jammu and Kashmir ,baramula,2000,kharif,Rice,27176.0,45918.5,1.6896710330000002,36961.7,670.0,622.97,744.7769999999999
4624,Jammu and Kashmir ,baramula,2001,kharif,Rice,29930.0,49275.0,1.6463414630000002,45918.5,36961.7,851.061,622.97
4625,Jammu and Kashmir ,baramula,2002,kharif,Rice,32014.0,66822.0,2.087274317,49275.0,45918.5,844.933,851.061
4626,Jammu and Kashmir ,baramula,2003,kharif,Rice,31628.0,64280.0,2.032376375,66822.0,49275.0,,
4627,Jammu and Kashmir ,baramula,2004,kharif,Rice,31049.0,62904.0,2.0259589680000003,64280.0,66822.0,,
4628,Jammu and Kashmir ,baramula,2005,kharif,Rice,29918.0,74787.0,2.499732602,62904.0,64280.0,,
4629,Jammu and Kashmir ,baramula,2007,kharif,Rice,21205.0,58140.0,2.741806178,74787.0,62904.0,,
4630,Jammu and Kashmir ,baramula,2014,kharif,Rice,21265.0,23376.0,1.099271103,58140.0,74787.0,,
4631,Jammu and Kashmir ,doda,1997,kharif,Rice,4148.0,45.0,0.010848601999999999,,,1023.076,1363.49
4632,Jammu and Kashmir ,doda,1999,kharif,Rice,4066.0,3463.9,0.851918347,45.0,,811.183,837.5089999999999
4633,Jammu and Kashmir ,doda,2000,kharif,Rice,3503.0,3403.8,0.9716814159999999,3463.9,45.0,552.4590000000001,811.183
4634,Jammu and Kashmir ,doda,2001,kharif,Rice,3879.0,3310.0,0.8533127090000001,3403.8,3463.9,725.941,552.4590000000001
4635,Jammu and Kashmir ,doda,2002,kharif,Rice,4155.0,4412.0,1.061853189,3310.0,3403.8,789.189,725.941
4636,Jammu and Kashmir ,doda,2003,kharif,Rice,4050.0,7455.0,1.8407407409999998,4412.0,3310.0,,
4637,Jammu and Kashmir ,doda,2004,kharif,Rice,4203.0,4758.0,1.132048537,7455.0,4412.0,,
4638,Jammu and Kashmir ,doda,2005,kharif,Rice,3781.0,5640.0,1.491668871,4758.0,7455.0,1605.7,1114.5
4639,Jammu and Kashmir ,doda,2007,kharif,Rice,1868.0,1760.0,0.9421841540000001,5640.0,4758.0,955.9,1674.9
4640,Jammu and Kashmir ,doda,2014,kharif,Rice,1911.0,1893.0,0.990580848,1760.0,5640.0,,
4641,Jammu and Kashmir ,ganderbal,2007,kharif,Rice,8363.0,22313.0,2.6680617,,,,
4642,Jammu and Kashmir ,ganderbal,2014,kharif,Rice,7684.0,8684.0,1.130140552,22313.0,,,
4643,Jammu and Kashmir ,jammu,1997,kharif,Rice,57940.0,1060.0,0.018294788,,,1167.789,1049.243
4644,Jammu and Kashmir ,jammu,1999,kharif,Rice,50332.0,62897.7,1.2496562820000001,1060.0,,608.636,618.065
4645,Jammu and Kashmir ,jammu,2000,kharif,Rice,50161.0,97243.1,1.938619645,62897.7,1060.0,558.578,608.636
4646,Jammu and Kashmir ,jammu,2001,kharif,Rice,50176.0,87378.0,1.741430166,97243.1,62897.7,699.125,558.578
4647,Jammu and Kashmir ,jammu,2002,kharif,Rice,46885.0,66348.0,1.415122107,87378.0,97243.1,605.702,699.125
4648,Jammu and Kashmir ,jammu,2003,kharif,Rice,58426.0,106547.0,1.823623045,66348.0,87378.0,,
4649,Jammu and Kashmir ,jammu,2004,kharif,Rice,53706.0,90148.0,1.6785461590000001,106547.0,66348.0,,
4650,Jammu and Kashmir ,jammu,2005,kharif,Rice,57336.0,94780.0,1.6530626480000001,90148.0,106547.0,969.9,979.0
4651,Jammu and Kashmir ,jammu,2007,kharif,Rice,50716.0,93887.0,1.851230381,94780.0,90148.0,1217.7,1165.1
4652,Jammu and Kashmir ,jammu,2014,kharif,Rice,65470.0,116969.0,1.7866045519999998,93887.0,94780.0,,
4653,Jammu and Kashmir ,kathua,1997,kharif,Rice,34356.0,591.0,0.017202235,,,1186.394,1173.183
4654,Jammu and Kashmir ,kathua,1999,kharif,Rice,35644.0,51878.5,1.45546235,591.0,,676.546,719.4680000000001
4655,Jammu and Kashmir ,kathua,2000,kharif,Rice,34303.0,57398.1,1.673267644,51878.5,591.0,583.947,676.546
4656,Jammu and Kashmir ,kathua,2001,kharif,Rice,36591.0,64733.0,1.769096226,57398.1,51878.5,713.085,583.947
4657,Jammu and Kashmir ,kathua,2002,kharif,Rice,29420.0,43402.0,1.475254929,64733.0,57398.1,698.14,713.085
4658,Jammu and Kashmir ,kathua,2003,kharif,Rice,30628.0,55677.0,1.817846415,43402.0,64733.0,,
4659,Jammu and Kashmir ,kathua,2004,kharif,Rice,30611.0,51805.0,1.69236549,55677.0,43402.0,,
4660,Jammu and Kashmir ,kathua,2005,kharif,Rice,30747.0,51393.0,1.671480144,51805.0,55677.0,1215.8,991.4
4661,Jammu and Kashmir ,kathua,2007,kharif,Rice,27573.0,52647.0,1.90936786,51393.0,51805.0,1854.2,666.5
4662,Jammu and Kashmir ,kathua,2014,kharif,Rice,33206.0,51180.0,1.541287719,52647.0,51393.0,,
4663,Jammu and Kashmir ,kishtwar,2007,kharif,Rice,943.0,887.0,0.940615058,,,,
4664,Jammu and Kashmir ,kishtwar,2014,kharif,Rice,1196.0,144.0,0.12040133800000001,887.0,,,
4665,Jammu and Kashmir ,kulgam,2007,kharif,Rice,17961.0,46447.0,2.585991871,,,,
4666,Jammu and Kashmir ,kulgam,2014,kharif,Rice,18344.0,18025.0,0.982610118,46447.0,,,
4667,Jammu and Kashmir ,kupwara,1997,kharif,Rice,17337.0,224.0,0.012920343999999999,,,489.423,866.342
4668,Jammu and Kashmir ,kupwara,1999,kharif,Rice,9918.0,4037.9,0.40712845299999995,224.0,,588.031,605.514
4669,Jammu and Kashmir ,kupwara,2000,kharif,Rice,11255.0,12414.0,1.102976455,4037.9,224.0,310.568,588.031
4670,Jammu and Kashmir ,kupwara,2001,kharif,Rice,11784.0,19275.0,1.6356924640000001,12414.0,4037.9,451.916,310.568
4671,Jammu and Kashmir ,kupwara,2002,kharif,Rice,11784.0,19289.0,1.636880516,19275.0,12414.0,480.38300000000004,451.916
4672,Jammu and Kashmir ,kupwara,2003,kharif,Rice,11806.0,18855.0,1.5970692869999998,19289.0,19275.0,,
4673,Jammu and Kashmir ,kupwara,2004,kharif,Rice,12013.0,17800.0,1.481728128,18855.0,19289.0,,
4674,Jammu and Kashmir ,kupwara,2005,kharif,Rice,13867.0,22120.0,1.5951539630000002,17800.0,18855.0,920.0,853.5
4675,Jammu and Kashmir ,kupwara,2007,kharif,Rice,15241.0,24100.0,1.581261072,22120.0,17800.0,651.9,667.5
4676,Jammu and Kashmir ,kupwara,2014,kharif,Rice,17680.0,18307.0,1.035463801,24100.0,22120.0,,
4677,Jammu and Kashmir ,punch,1997,kharif,Rice,3598.0,46.0,0.01278488,,,1118.372,1113.85
4678,Jammu and Kashmir ,punch,1999,kharif,Rice,3610.0,6861.1,1.900581717,46.0,,668.324,744.67
4679,Jammu and Kashmir ,punch,2000,kharif,Rice,3598.0,6273.7,1.7436631459999998,6861.1,46.0,710.992,668.324
4680,Jammu and Kashmir ,punch,2001,kharif,Rice,3462.0,5412.0,1.563258232,6273.7,6861.1,929.232,710.992
4681,Jammu and Kashmir ,punch,2002,kharif,Rice,3440.0,5126.0,1.490116279,5412.0,6273.7,808.2080000000001,929.232
4682,Jammu and Kashmir ,punch,2003,kharif,Rice,3213.0,5319.0,1.655462185,5126.0,5412.0,,
4683,Jammu and Kashmir ,punch,2004,kharif,Rice,3562.0,5225.0,1.4668725440000001,5319.0,5126.0,,
4684,Jammu and Kashmir ,punch,2005,kharif,Rice,3584.0,5367.0,1.497488839,5225.0,5319.0,,
4685,Jammu and Kashmir ,punch,2007,kharif,Rice,3669.0,6680.0,1.82065958,5367.0,5225.0,,
4686,Jammu and Kashmir ,punch,2014,kharif,Rice,3349.0,4346.0,1.297700806,6680.0,5367.0,,
4687,Jammu and Kashmir ,pulwama,1997,kharif,Rice,26296.0,654.0,0.024870702999999997,,,1019.98,1419.2879999999998
4688,Jammu and Kashmir ,pulwama,1999,kharif,Rice,24563.0,53033.2,2.159068518,654.0,,860.5889999999999,825.529
4689,Jammu and Kashmir ,pulwama,2000,kharif,Rice,23330.0,29299.7,1.25588084,53033.2,654.0,575.901,860.5889999999999
4690,Jammu and Kashmir ,pulwama,2001,kharif,Rice,22359.0,42734.0,1.9112661569999998,29299.7,53033.2,781.459,575.901
4691,Jammu and Kashmir ,pulwama,2002,kharif,Rice,22328.0,38470.0,1.722948764,42734.0,29299.7,809.038,781.459
4692,Jammu and Kashmir ,pulwama,2003,kharif,Rice,25017.0,50737.0,2.028100891,38470.0,42734.0,,
4693,Jammu and Kashmir ,pulwama,2004,kharif,Rice,23029.0,60261.0,2.616744105,50737.0,38470.0,,
4694,Jammu and Kashmir ,pulwama,2005,kharif,Rice,22864.0,59487.0,2.6017757169999998,60261.0,50737.0,666.8,551.1
4695,Jammu and Kashmir ,pulwama,2007,kharif,Rice,16734.0,46067.0,2.752898291,59487.0,60261.0,460.1,701.5
4696,Jammu and Kashmir ,pulwama,2014,kharif,Rice,16100.0,6603.0,0.410124224,46067.0,59487.0,,
4697,Jammu and Kashmir ,rajauri,1997,kharif,Rice,6334.0,95.0,0.014998421000000001,,,1090.0330000000001,965.4169999999999
4698,Jammu and Kashmir ,rajauri,1999,kharif,Rice,6247.0,10218.2,1.635697135,95.0,,581.943,637.501
4699,Jammu and Kashmir ,rajauri,2000,kharif,Rice,6418.0,8476.2,1.320691804,10218.2,95.0,623.163,581.943
4700,Jammu and Kashmir ,rajauri,2001,kharif,Rice,5609.0,10692.0,1.9062221430000001,8476.2,10218.2,790.164,623.163
4701,Jammu and Kashmir ,rajauri,2002,kharif,Rice,6100.0,11647.0,1.9093442619999998,10692.0,8476.2,659.07,790.164
4702,Jammu and Kashmir ,rajauri,2003,kharif,Rice,8493.0,14603.0,1.71941599,11647.0,10692.0,,
4703,Jammu and Kashmir ,rajauri,2004,kharif,Rice,5719.0,10231.0,1.7889491169999998,14603.0,11647.0,,
4704,Jammu and Kashmir ,rajauri,2005,kharif,Rice,6759.0,12587.0,1.86225773,10231.0,14603.0,,
4705,Jammu and Kashmir ,rajauri,2007,kharif,Rice,15684.0,24853.0,1.584608518,12587.0,10231.0,,
4706,Jammu and Kashmir ,rajauri,2014,kharif,Rice,5035.0,4059.0,0.806156902,24853.0,12587.0,,
4707,Jammu and Kashmir ,ramban,2007,kharif,Rice,1261.0,1187.0,0.9413164159999999,,,,
4708,Jammu and Kashmir ,ramban,2014,kharif,Rice,1173.0,546.0,0.465473146,1187.0,,,
4709,Jammu and Kashmir ,reasi,2007,kharif,Rice,1721.0,2027.0,1.1778036029999999,,,,
4710,Jammu and Kashmir ,reasi,2014,kharif,Rice,4454.0,2851.0,0.640098788,2027.0,,,
4711,Jammu and Kashmir ,samba,2007,kharif,Rice,11236.0,20800.0,1.851192595,,,,
4712,Jammu and Kashmir ,samba,2014,kharif,Rice,9123.0,15145.0,1.6600898830000002,20800.0,,,
4713,Jammu and Kashmir ,shopian,2007,kharif,Rice,556.0,1533.0,2.757194245,,,,
4714,Jammu and Kashmir ,srinagar,1997,kharif,Rice,12458.0,262.0,0.021030662999999998,,,850.689,1365.524
4715,Jammu and Kashmir ,srinagar,1999,kharif,Rice,11854.0,27037.2,2.280850346,262.0,,826.992,794.227
4716,Jammu and Kashmir ,srinagar,2000,kharif,Rice,12022.0,30701.3,2.553759774,27037.2,262.0,539.229,826.992
4717,Jammu and Kashmir ,srinagar,2001,kharif,Rice,12022.0,26550.0,2.2084511730000003,30701.3,27037.2,733.762,539.229
4718,Jammu and Kashmir ,srinagar,2002,kharif,Rice,10346.0,24421.0,2.360429151,26550.0,30701.3,794.6569999999999,733.762
4719,Jammu and Kashmir ,srinagar,2003,kharif,Rice,12022.0,32797.0,2.72808185,24421.0,26550.0,,
4720,Jammu and Kashmir ,srinagar,2004,kharif,Rice,11736.0,31402.0,2.675698705,32797.0,24421.0,,
4721,Jammu and Kashmir ,srinagar,2005,kharif,Rice,11736.0,35813.0,3.051550784,31402.0,32797.0,694.7,610.8
4722,Jammu and Kashmir ,srinagar,2007,kharif,Rice,2100.0,5607.0,2.67,35813.0,31402.0,454.0,869.2
4723,Jammu and Kashmir ,srinagar,2014,kharif,Rice,3977.0,11779.0,2.961780236,5607.0,35813.0,,
4724,Jammu and Kashmir ,udhampur,1997,kharif,Rice,9799.0,110.0,0.011225635,,,1205.5330000000001,1234.868
4725,Jammu and Kashmir ,udhampur,1999,kharif,Rice,9765.0,10198.2,1.044362519,110.0,,728.87,702.77
4726,Jammu and Kashmir ,udhampur,2000,kharif,Rice,9801.0,14683.2,1.4981328440000001,10198.2,110.0,591.249,728.87
4727,Jammu and Kashmir ,udhampur,2001,kharif,Rice,9880.0,11272.0,1.140890688,14683.2,10198.2,777.788,591.249
4728,Jammu and Kashmir ,udhampur,2002,kharif,Rice,5856.0,6187.0,1.056523224,11272.0,14683.2,718.4019999999999,777.788
4729,Jammu and Kashmir ,udhampur,2003,kharif,Rice,9540.0,10338.0,1.083647799,6187.0,11272.0,,
4730,Jammu and Kashmir ,udhampur,2004,kharif,Rice,10307.0,12100.0,1.173959445,10338.0,6187.0,,
4731,Jammu and Kashmir ,udhampur,2005,kharif,Rice,13319.0,15120.0,1.135220362,12100.0,10338.0,1720.8,1413.2
4732,Jammu and Kashmir ,udhampur,2007,kharif,Rice,8649.0,10180.0,1.177014684,15120.0,12100.0,1670.0,2052.6
4733,Jammu and Kashmir ,udhampur,2014,kharif,Rice,6604.0,6737.0,1.02013931,10180.0,15120.0,,
4961,Karnataka,bangalore rural,1997,kharif,Rice,11240.0,26256.0,2.33594306,,,1058.4080000000001,1074.976
4964,Karnataka,bangalore rural,1998,kharif,Rice,14305.0,39567.0,2.765955959,12398.0,422.0,1198.163,1058.4080000000001
4966,Karnataka,bangalore rural,1999,kharif,Rice,11541.0,32410.0,2.8082488519999997,21506.0,39567.0,912.056,1198.163
4969,Karnataka,bangalore rural,2000,kharif,Rice,14828.0,37089.0,2.50128136,21764.0,1729.0,1001.418,912.056
4972,Karnataka,bangalore rural,2001,kharif,Rice,11067.0,28322.0,2.559139785,18490.0,1532.0,720.585,1001.418
