,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2,X3,X4
9744,Punjab,kapurthala,2001,kharif,Rice,103000.0,357000.0,3.466019417,358000.0,319000.0,433.651,441.611
9745,Punjab,kapurthala,2002,kharif,Rice,102000.0,362000.0,3.549019608,357000.0,358000.0,388.92199999999997,433.651
9746,Punjab,kapurthala,2003,kharif,Rice,104000.0,361000.0,3.4711538460000004,362000.0,357000.0,,
9747,Punjab,kapurthala,2004,kharif,Rice,105000.0,423000.0,4.028571428999999,361000.0,362000.0,,
9748,Punjab,kapurthala,2005,kharif,Rice,108000.0,422000.0,3.907407407,423000.0,361000.0,683.8,280.8
9749,Punjab,kapurthala,2006,kharif,Rice,110000.0,414000.0,3.763636364,422000.0,423000.0,,683.8
9750,Punjab,kapurthala,2007,kharif,Rice,110000.0,428000.0,3.890909091,414000.0,422000.0,,
9751,Punjab,kapurthala,2008,kharif,Rice,114000.0,428000.0,3.754385965,428000.0,414000.0,,
9752,Punjab,kapurthala,2009,kharif,Rice,115000.0,452000.0,3.930434783,428000.0,428000.0,756.5,
9753,Punjab,kapurthala,2010,kharif,Rice,118000.0,460000.0,3.898305085,452000.0,428000.0,440.5,756.5
9754,Punjab,kapurthala,2011,kharif,Rice,118000.0,433000.0,3.669491525,460000.0,452000.0,,440.5
9755,Punjab,kapurthala,2012,kharif,Rice,117000.0,445000.0,3.803418803,433000.0,460000.0,,
9756,Punjab,kapurthala,2013,kharif,Rice,117000.0,451000.0,3.854700855,445000.0,433000.0,,
9757,Punjab,kapurthala,2014,kharif,Rice,117000.0,439000.0,3.7521367519999997,451000.0,445000.0,,
9758,Punjab,ludhiana,1997,kharif,Rice,234000.0,899000.0,3.841880342,,,754.86,593.007
9759,Punjab,ludhiana,1998,kharif,Rice,241000.0,789000.0,3.2738589210000004,899000.0,,455.546,754.86
9760,Punjab,ludhiana,1999,kharif,Rice,237000.0,856000.0,3.611814346,789000.0,899000.0,311.075,455.546
9761,Punjab,ludhiana,2000,kharif,Rice,238000.0,939000.0,3.9453781510000003,856000.0,789000.0,448.663,311.075
9762,Punjab,ludhiana,2001,kharif,Rice,235000.0,916000.0,3.89787234,939000.0,856000.0,400.61,448.663
9763,Punjab,ludhiana,2002,kharif,Rice,236000.0,1020000.0,4.322033898,916000.0,939000.0,360.95599999999996,400.61
9764,Punjab,ludhiana,2003,kharif,Rice,241000.0,1047000.0,4.34439834,1020000.0,916000.0,,
9765,Punjab,ludhiana,2004,kharif,Rice,400000.0,1144000.0,2.86,1047000.0,1020000.0,,
9766,Punjab,ludhiana,2005,kharif,Rice,250000.0,1130000.0,4.52,1144000.0,1047000.0,611.2,463.2
9767,Punjab,ludhiana,2006,kharif,Rice,248000.0,1084000.0,4.3709677419999995,1130000.0,1144000.0,414.1,611.2
9768,Punjab,ludhiana,2007,kharif,Rice,250000.0,1133000.0,4.532,1084000.0,1130000.0,474.2,414.1
9769,Punjab,ludhiana,2008,kharif,Rice,254000.0,1135000.0,4.4685039369999995,1133000.0,1084000.0,840.9,474.2
9770,Punjab,ludhiana,2009,kharif,Rice,257000.0,1206000.0,4.692607004,1135000.0,1133000.0,559.8,840.9
9771,Punjab,ludhiana,2010,kharif,Rice,257000.0,1133000.0,4.4085603110000005,1206000.0,1135000.0,563.9,559.8
9772,Punjab,ludhiana,2011,kharif,Rice,257000.0,1094000.0,4.256809339,1133000.0,1206000.0,,563.9
9773,Punjab,ludhiana,2012,kharif,Rice,257000.0,1169000.0,4.548638132,1094000.0,1133000.0,,
9774,Punjab,ludhiana,2013,kharif,Rice,257000.0,1137000.0,4.424124514,1169000.0,1094000.0,,
9775,Punjab,ludhiana,2014,kharif,Rice,257000.0,1119000.0,4.354085603,1137000.0,1169000.0,,
9776,Punjab,pathankot,2012,kharif,Rice,27000.0,76000.0,2.814814815,,,,
9777,Punjab,pathankot,2013,kharif,Rice,29000.0,78000.0,2.6896551719999997,76000.0,,,
9778,Punjab,pathankot,2014,kharif,Rice,29000.0,72000.0,2.482758621,78000.0,76000.0,,
9779,Punjab,patiala,1997,kharif,Rice,240000.0,792000.0,3.3,,,731.847,666.3
9780,Punjab,patiala,1998,kharif,Rice,246000.0,772000.0,3.1382113819999997,792000.0,,539.748,731.847
9781,Punjab,patiala,1999,kharif,Rice,250000.0,812000.0,3.248,772000.0,792000.0,337.404,539.748
9782,Punjab,patiala,2000,kharif,Rice,255000.0,854000.0,3.3490196080000003,812000.0,772000.0,511.975,337.404
9783,Punjab,patiala,2001,kharif,Rice,252000.0,908000.0,3.6031746030000003,854000.0,812000.0,440.26800000000003,511.975
9784,Punjab,patiala,2002,kharif,Rice,237000.0,818000.0,3.4514767930000003,908000.0,854000.0,385.44599999999997,440.26800000000003
9785,Punjab,patiala,2003,kharif,Rice,246000.0,950000.0,3.8617886180000003,818000.0,908000.0,,
9786,Punjab,patiala,2004,kharif,Rice,250000.0,965000.0,3.86,950000.0,818000.0,,
9787,Punjab,patiala,2005,kharif,Rice,252000.0,996000.0,3.952380952,965000.0,950000.0,770.9,815.4
9788,Punjab,patiala,2006,kharif,Rice,237000.0,989000.0,4.172995781,996000.0,965000.0,436.8,770.9
9789,Punjab,patiala,2007,kharif,Rice,234000.0,999000.0,4.269230769,989000.0,996000.0,473.7,436.8
9790,Punjab,patiala,2008,kharif,Rice,238000.0,1009000.0,4.239495798,999000.0,989000.0,1320.4,473.7
9791,Punjab,patiala,2009,kharif,Rice,240000.0,1021000.0,4.254166667,1009000.0,999000.0,516.5,1320.4
9792,Punjab,patiala,2010,kharif,Rice,234000.0,873000.0,3.730769231,1021000.0,1009000.0,798.0,516.5
9793,Punjab,patiala,2011,kharif,Rice,234000.0,903000.0,3.858974359,873000.0,1021000.0,,798.0
9794,Punjab,patiala,2012,kharif,Rice,233000.0,922000.0,3.957081545,903000.0,873000.0,,
9795,Punjab,patiala,2013,kharif,Rice,231000.0,959000.0,4.151515152,922000.0,903000.0,,
9796,Punjab,patiala,2014,kharif,Rice,230000.0,904000.0,3.930434783,959000.0,922000.0,,
9797,Punjab,rupnagar,1997,kharif,Rice,43000.0,138000.0,3.2093023260000004,,,858.579,812.212
9798,Punjab,rupnagar,1998,kharif,Rice,46000.0,128000.0,2.782608696,138000.0,,616.607,858.579
9799,Punjab,rupnagar,1999,kharif,Rice,50000.0,156000.0,3.12,128000.0,138000.0,426.25300000000004,616.607
9800,Punjab,rupnagar,2000,kharif,Rice,49000.0,163000.0,3.326530612,156000.0,128000.0,557.325,426.25300000000004
9801,Punjab,rupnagar,2001,kharif,Rice,51000.0,163000.0,3.196078431,163000.0,156000.0,479.695,557.325
9802,Punjab,rupnagar,2002,kharif,Rice,44000.0,141000.0,3.204545455,163000.0,163000.0,510.99,479.695
9803,Punjab,rupnagar,2003,kharif,Rice,51000.0,170000.0,3.333333333,141000.0,163000.0,,
9804,Punjab,rupnagar,2004,kharif,Rice,51000.0,176000.0,3.450980392,170000.0,141000.0,,
9805,Punjab,rupnagar,2005,kharif,Rice,53000.0,183000.0,3.4528301889999997,176000.0,170000.0,,
9806,Punjab,rupnagar,2006,kharif,Rice,38000.0,138000.0,3.631578947,183000.0,176000.0,,
9807,Punjab,rupnagar,2007,kharif,Rice,33000.0,122000.0,3.6969696969999997,138000.0,183000.0,,
9808,Punjab,rupnagar,2008,kharif,Rice,36000.0,139000.0,3.861111111,122000.0,138000.0,,
9809,Punjab,rupnagar,2009,kharif,Rice,38000.0,135000.0,3.552631579,139000.0,122000.0,,
9810,Punjab,rupnagar,2010,kharif,Rice,38000.0,147000.0,3.868421053,135000.0,139000.0,,
9811,Punjab,rupnagar,2011,kharif,Rice,38000.0,127000.0,3.342105263,147000.0,135000.0,,
9812,Punjab,rupnagar,2012,kharif,Rice,38000.0,145000.0,3.815789474,127000.0,147000.0,,
9813,Punjab,rupnagar,2013,kharif,Rice,37000.0,128000.0,3.4594594589999996,145000.0,127000.0,,
9814,Punjab,rupnagar,2014,kharif,Rice,36000.0,129000.0,3.583333333,128000.0,145000.0,,
9815,Punjab,s.a.s nagar,2006,kharif,Rice,29000.0,82000.0,2.827586207,,,,
9816,Punjab,s.a.s nagar,2007,kharif,Rice,29000.0,103000.0,3.551724138,82000.0,,,
9817,Punjab,s.a.s nagar,2008,kharif,Rice,27000.0,88000.0,3.259259259,103000.0,82000.0,,
9818,Punjab,s.a.s nagar,2009,kharif,Rice,30000.0,98000.0,3.266666667,88000.0,103000.0,,
9819,Punjab,s.a.s nagar,2010,kharif,Rice,37000.0,127000.0,3.4324324319999997,98000.0,88000.0,,
9820,Punjab,s.a.s nagar,2011,kharif,Rice,32000.0,119000.0,3.71875,127000.0,98000.0,,
9821,Punjab,s.a.s nagar,2012,kharif,Rice,31000.0,117000.0,3.774193548,119000.0,127000.0,,
9822,Punjab,s.a.s nagar,2013,kharif,Rice,27000.0,95000.0,3.5185185189999997,117000.0,119000.0,,
9823,Punjab,s.a.s nagar,2014,kharif,Rice,29000.0,94000.0,3.24137931,95000.0,117000.0,,
9824,Punjab,sangrur,1997,kharif,Rice,333000.0,1277000.0,3.834834835,,,649.253,517.2769999999999
9825,Punjab,sangrur,1998,kharif,Rice,353000.0,1262000.0,3.575070822,1277000.0,,412.675,649.253
9826,Punjab,sangrur,1999,kharif,Rice,360000.0,1282000.0,3.561111111,1262000.0,1277000.0,267.911,412.675
9827,Punjab,sangrur,2000,kharif,Rice,357000.0,1342000.0,3.7591036410000003,1282000.0,1262000.0,413.34,267.911
9828,Punjab,sangrur,2001,kharif,Rice,349000.0,1362000.0,3.902578797,1342000.0,1282000.0,391.38199999999995,413.34
9829,Punjab,sangrur,2002,kharif,Rice,352000.0,1429000.0,4.059659091,1362000.0,1342000.0,281.72700000000003,391.38199999999995
9830,Punjab,sangrur,2003,kharif,Rice,366000.0,1566000.0,4.278688525,1429000.0,1362000.0,,
9831,Punjab,sangrur,2004,kharif,Rice,367000.0,1710000.0,4.659400545,1566000.0,1429000.0,,
9832,Punjab,sangrur,2005,kharif,Rice,367000.0,1625000.0,4.4277929160000005,1710000.0,1566000.0,281.8,292.1
9833,Punjab,sangrur,2006,kharif,Rice,362000.0,1637000.0,4.5220994480000005,1625000.0,1710000.0,334.6,281.8
9834,Punjab,sangrur,2007,kharif,Rice,262000.0,1207000.0,4.606870229,1637000.0,1625000.0,216.5,334.6
9835,Punjab,sangrur,2008,kharif,Rice,267000.0,1233000.0,4.617977528,1207000.0,1637000.0,418.5,216.5
9836,Punjab,sangrur,2009,kharif,Rice,271000.0,1273000.0,4.697416973999999,1233000.0,1207000.0,324.5,418.5
9837,Punjab,sangrur,2010,kharif,Rice,272000.0,1185000.0,4.356617647,1273000.0,1233000.0,515.8,324.5
9838,Punjab,sangrur,2011,kharif,Rice,274000.0,1188000.0,4.335766423,1185000.0,1273000.0,,515.8
9839,Punjab,sangrur,2012,kharif,Rice,276000.0,1299000.0,4.706521738999999,1188000.0,1185000.0,,
9840,Punjab,sangrur,2013,kharif,Rice,273000.0,1290000.0,4.725274725,1299000.0,1188000.0,,
9841,Punjab,sangrur,2014,kharif,Rice,271000.0,1281000.0,4.7269372689999996,1290000.0,1299000.0,,
9842,Punjab,tarn taran,2006,kharif,Rice,173000.0,514000.0,2.9710982660000003,,,,
9843,Punjab,tarn taran,2007,kharif,Rice,171000.0,539000.0,3.152046784,514000.0,,,
9844,Punjab,tarn taran,2008,kharif,Rice,169000.0,525000.0,3.1065088760000004,539000.0,514000.0,,
9845,Punjab,tarn taran,2009,kharif,Rice,172000.0,530000.0,3.0813953489999997,525000.0,539000.0,,
9846,Punjab,tarn taran,2010,kharif,Rice,172000.0,500000.0,2.9069767439999996,530000.0,525000.0,,
9847,Punjab,tarn taran,2011,kharif,Rice,173000.0,490000.0,2.8323699419999997,500000.0,530000.0,,
9848,Punjab,tarn taran,2012,kharif,Rice,179000.0,599000.0,3.346368715,490000.0,500000.0,,
9849,Punjab,tarn taran,2013,kharif,Rice,177000.0,594000.0,3.355932203,599000.0,490000.0,,
9850,Punjab,tarn taran,2014,kharif,Rice,176000.0,540000.0,3.0681818180000002,594000.0,599000.0,,
9851,Rajasthan,ajmer,1997,kharif,Rice,100.0,100.0,1.0,,,685.217,928.2710000000001
9852,Rajasthan,ajmer,1998,kharif,Rice,28.0,34.0,1.214285714,100.0,,612.442,685.217
9853,Rajasthan,ajmer,1999,kharif,Rice,69.0,87.0,1.260869565,34.0,100.0,500.93199999999996,612.442
9854,Rajasthan,ajmer,2000,kharif,Rice,31.0,29.0,0.935483871,87.0,34.0,415.871,500.93199999999996
9855,Rajasthan,ajmer,2001,kharif,Rice,51.0,64.0,1.2549019609999998,29.0,87.0,573.769,415.871
9856,Rajasthan,ajmer,2002,kharif,Rice,2.0,2.0,1.0,64.0,29.0,155.71200000000002,573.769
9857,Rajasthan,ajmer,2003,kharif,Rice,26.0,43.0,1.653846154,2.0,64.0,,
9858,Rajasthan,ajmer,2004,kharif,Rice,18.0,27.0,1.5,43.0,2.0,,
9859,Rajasthan,ajmer,2005,kharif,Rice,13.0,19.0,1.4615384619999998,27.0,43.0,498.7,466.7
9860,Rajasthan,ajmer,2006,kharif,Rice,15.0,24.0,1.6,19.0,27.0,442.6,498.7
9861,Rajasthan,ajmer,2007,kharif,Rice,6.0,12.0,2.0,24.0,19.0,377.6,442.6
9862,Rajasthan,ajmer,2008,kharif,Rice,4.0,7.0,1.75,12.0,24.0,492.3,377.6
9863,Rajasthan,ajmer,2009,kharif,Rice,7.0,11.0,1.571428571,7.0,12.0,253.6,492.3
9864,Rajasthan,ajmer,2010,kharif,Rice,9.0,18.0,2.0,11.0,7.0,661.7,253.6
9865,Rajasthan,alwar,1997,kharif,Rice,300.0,300.0,1.0,,,647.5830000000001,898.076
9866,Rajasthan,alwar,1998,kharif,Rice,381.0,466.0,1.223097113,300.0,,664.6260000000001,647.5830000000001
9867,Rajasthan,alwar,1999,kharif,Rice,605.0,763.0,1.261157025,466.0,300.0,550.908,664.6260000000001
9868,Rajasthan,alwar,2000,kharif,Rice,396.0,371.0,0.936868687,763.0,466.0,538.404,550.908
9869,Rajasthan,alwar,2001,kharif,Rice,274.0,342.0,1.248175182,371.0,763.0,627.436,538.404
9870,Rajasthan,alwar,2002,kharif,Rice,104.0,84.0,0.807692308,342.0,371.0,285.373,627.436
9871,Rajasthan,alwar,2003,kharif,Rice,160.0,265.0,1.65625,84.0,342.0,,
9872,Rajasthan,alwar,2004,kharif,Rice,139.0,206.0,1.482014388,265.0,84.0,,
9873,Rajasthan,alwar,2005,kharif,Rice,132.0,193.0,1.4621212119999998,206.0,265.0,685.6,428.6
9874,Rajasthan,alwar,2006,kharif,Rice,127.0,200.0,1.57480315,193.0,206.0,448.0,685.6
9875,Rajasthan,alwar,2007,kharif,Rice,155.0,315.0,2.032258065,200.0,193.0,557.2,448.0
9876,Rajasthan,alwar,2008,kharif,Rice,265.0,479.0,1.80754717,315.0,200.0,880.9,557.2
9877,Rajasthan,alwar,2009,kharif,Rice,346.0,524.0,1.5144508669999999,479.0,315.0,495.3,880.9
9878,Rajasthan,alwar,2010,kharif,Rice,378.0,766.0,2.026455026,524.0,479.0,820.5,495.3
9879,Rajasthan,banswara,1997,kharif,Rice,48100.0,45400.0,0.943866944,,,1053.995,1250.923
9880,Rajasthan,banswara,1998,kharif,Rice,45830.0,48058.0,1.048614445,45400.0,,958.88,1053.995
9881,Rajasthan,banswara,1999,kharif,Rice,45290.0,29946.0,0.661205564,48058.0,45400.0,781.7810000000001,958.88
9882,Rajasthan,banswara,2000,kharif,Rice,40589.0,2386.0,0.05878440000000001,29946.0,48058.0,632.613,781.7810000000001
9883,Rajasthan,banswara,2001,kharif,Rice,37606.0,12917.0,0.343482423,2386.0,29946.0,702.196,632.613
9884,Rajasthan,banswara,2002,kharif,Rice,27082.0,8081.0,0.298390075,12917.0,2386.0,539.851,702.196
9885,Rajasthan,banswara,2003,kharif,Rice,28631.0,23750.0,0.82952045,8081.0,12917.0,,
9886,Rajasthan,banswara,2004,kharif,Rice,31966.0,21080.0,0.659450666,23750.0,8081.0,,
9887,Rajasthan,banswara,2005,kharif,Rice,33179.0,21774.0,0.6562584770000001,21080.0,23750.0,758.4,1080.2
9888,Rajasthan,banswara,2006,kharif,Rice,33252.0,18756.0,0.564056297,21774.0,21080.0,1801.2,758.4
9889,Rajasthan,banswara,2007,kharif,Rice,35853.0,46686.0,1.302150448,18756.0,21774.0,1243.2,1801.2
9890,Rajasthan,banswara,2008,kharif,Rice,31530.0,12376.0,0.392515065,46686.0,18756.0,488.6,1243.2
9891,Rajasthan,banswara,2009,kharif,Rice,28142.0,11416.0,0.405657025,12376.0,46686.0,725.0,488.6
9892,Rajasthan,banswara,2010,kharif,Rice,27027.0,17610.0,0.6515706520000001,11416.0,12376.0,604.6,725.0
9893,Rajasthan,bharatpur,1997,kharif,Rice,3200.0,3300.0,1.03125,,,692.035,959.679
9894,Rajasthan,bharatpur,1998,kharif,Rice,5844.0,6881.0,1.177446954,3300.0,,635.7180000000001,692.035
9895,Rajasthan,bharatpur,1999,kharif,Rice,5659.0,9119.0,1.6114154440000001,6881.0,3300.0,788.628,635.7180000000001
9896,Rajasthan,bharatpur,2000,kharif,Rice,2617.0,3279.0,1.2529614059999998,9119.0,6881.0,540.2180000000001,788.628
9897,Rajasthan,bharatpur,2001,kharif,Rice,1880.0,2505.0,1.3324468090000001,3279.0,9119.0,653.867,540.2180000000001
9898,Rajasthan,bharatpur,2002,kharif,Rice,484.0,306.0,0.632231405,2505.0,3279.0,381.649,653.867
9899,Rajasthan,bharatpur,2003,kharif,Rice,2044.0,2428.0,1.187866928,306.0,2505.0,,
9900,Rajasthan,bharatpur,2004,kharif,Rice,1354.0,1206.0,0.8906942390000001,2428.0,306.0,,
9901,Rajasthan,bharatpur,2005,kharif,Rice,3368.0,7351.0,2.18260095,1206.0,2428.0,698.1,505.7
9902,Rajasthan,bharatpur,2006,kharif,Rice,878.0,638.0,0.726651481,7351.0,1206.0,365.1,698.1
9903,Rajasthan,bharatpur,2007,kharif,Rice,684.0,1114.0,1.628654971,638.0,7351.0,422.3,365.1
9904,Rajasthan,bharatpur,2008,kharif,Rice,2281.0,2766.0,1.212626041,1114.0,638.0,784.4,422.3
9905,Rajasthan,bharatpur,2009,kharif,Rice,1865.0,3303.0,1.771045576,2766.0,1114.0,555.5,784.4
9906,Rajasthan,bharatpur,2010,kharif,Rice,1536.0,3095.0,2.014973958,3303.0,2766.0,751.0,555.5
9907,Rajasthan,bhilwara,1997,kharif,Rice,200.0,200.0,1.0,,,820.0010000000001,1038.305
9908,Rajasthan,bhilwara,1998,kharif,Rice,335.0,410.0,1.223880597,200.0,,720.7769999999999,820.0010000000001
9909,Rajasthan,bhilwara,1999,kharif,Rice,819.0,1033.0,1.261294261,410.0,200.0,568.038,720.7769999999999
9910,Rajasthan,bhilwara,2000,kharif,Rice,314.0,294.0,0.936305732,1033.0,410.0,467.33,568.038
9911,Rajasthan,bhilwara,2001,kharif,Rice,256.0,319.0,1.24609375,294.0,1033.0,627.514,467.33
9912,Rajasthan,bhilwara,2002,kharif,Rice,242.0,197.0,0.8140495870000001,319.0,294.0,206.753,627.514
9913,Rajasthan,bhilwara,2003,kharif,Rice,190.0,314.0,1.6526315790000001,197.0,319.0,,
9914,Rajasthan,bhilwara,2004,kharif,Rice,241.0,358.0,1.485477178,314.0,197.0,,
9915,Rajasthan,bhilwara,2005,kharif,Rice,288.0,423.0,1.46875,358.0,314.0,563.5,877.8
9916,Rajasthan,bhilwara,2006,kharif,Rice,207.0,326.0,1.5748792269999998,423.0,358.0,723.3,563.5
9917,Rajasthan,bhilwara,2007,kharif,Rice,247.0,502.0,2.032388664,326.0,423.0,570.7,723.3
9918,Rajasthan,bhilwara,2008,kharif,Rice,278.0,502.0,1.805755396,502.0,326.0,505.3,570.7
9919,Rajasthan,bhilwara,2009,kharif,Rice,430.0,651.0,1.513953488,502.0,502.0,358.6,505.3
9920,Rajasthan,bhilwara,2010,kharif,Rice,392.0,794.0,2.025510204,651.0,502.0,705.8,358.6
9921,Rajasthan,bikaner,1998,kharif,Rice,2.0,2.0,1.0,,,338.975,289.224
9922,Rajasthan,bikaner,1999,kharif,Rice,32.0,40.0,1.25,2.0,,176.57,338.975
9923,Rajasthan,bikaner,2000,kharif,Rice,33.0,31.0,0.939393939,40.0,2.0,175.02900000000002,176.57
9924,Rajasthan,bikaner,2002,kharif,Rice,5.0,4.0,0.8,31.0,40.0,76.944,236.813
9925,Rajasthan,bikaner,2003,kharif,Rice,13.0,21.0,1.615384615,4.0,31.0,,
9926,Rajasthan,bikaner,2004,kharif,Rice,17.0,25.0,1.470588235,21.0,4.0,,
9927,Rajasthan,bikaner,2005,kharif,Rice,17.0,25.0,1.470588235,25.0,21.0,267.1,118.2
9928,Rajasthan,bikaner,2006,kharif,Rice,7.0,11.0,1.571428571,25.0,25.0,200.5,267.1
9929,Rajasthan,bikaner,2007,kharif,Rice,1.0,2.0,2.0,11.0,25.0,327.6,200.5
9930,Rajasthan,bikaner,2008,kharif,Rice,179.0,323.0,1.8044692740000001,2.0,11.0,338.2,327.6
9931,Rajasthan,bikaner,2009,kharif,Rice,63.0,95.0,1.507936508,323.0,2.0,204.5,338.2
9932,Rajasthan,bikaner,2010,kharif,Rice,37.0,75.0,2.027027027,95.0,323.0,416.1,204.5
9933,Rajasthan,bundi,1997,kharif,Rice,33100.0,45300.0,1.36858006,,,906.177,1070.1789999999999
9934,Rajasthan,bundi,1998,kharif,Rice,41051.0,54335.0,1.323597476,45300.0,,774.929,906.177
9935,Rajasthan,bundi,1999,kharif,Rice,57860.0,76293.0,1.318579329,54335.0,45300.0,758.184,774.929
9936,Rajasthan,bundi,2000,kharif,Rice,47883.0,37633.0,0.7859365540000001,76293.0,54335.0,580.076,758.184
9937,Rajasthan,bundi,2001,kharif,Rice,29295.0,31079.0,1.0608977640000001,37633.0,76293.0,698.51,580.076
9938,Rajasthan,bundi,2002,kharif,Rice,9255.0,3965.0,0.428417072,31079.0,37633.0,288.906,698.51
9939,Rajasthan,bundi,2003,kharif,Rice,7442.0,14763.0,1.98374093,3965.0,31079.0,,
9940,Rajasthan,bundi,2004,kharif,Rice,6053.0,11200.0,1.850322154,14763.0,3965.0,,
9941,Rajasthan,bundi,2005,kharif,Rice,8788.0,12485.0,1.4206873009999998,11200.0,14763.0,562.3,516.1
9942,Rajasthan,bundi,2006,kharif,Rice,9421.0,16208.0,1.720411846,12485.0,11200.0,517.9,562.3
9943,Rajasthan,bundi,2007,kharif,Rice,16967.0,39552.0,2.331113338,16208.0,12485.0,585.7,517.9
9944,Rajasthan,bundi,2008,kharif,Rice,24506.0,45335.0,1.849955113,39552.0,16208.0,564.8,585.7
9945,Rajasthan,bundi,2009,kharif,Rice,36145.0,31357.0,0.867533545,45335.0,39552.0,387.2,564.8
9946,Rajasthan,bundi,2010,kharif,Rice,22898.0,42971.0,1.87662678,31357.0,45335.0,616.7,387.2
9947,Rajasthan,dholpur,1997,kharif,Rice,1300.0,1500.0,1.153846154,,,,
9948,Rajasthan,dholpur,1998,kharif,Rice,1201.0,1468.0,1.222314738,1500.0,,,
9949,Rajasthan,dholpur,1999,kharif,Rice,1220.0,1539.0,1.26147541,1468.0,1500.0,,
9950,Rajasthan,dholpur,2000,kharif,Rice,1138.0,1066.0,0.9367311070000001,1539.0,1468.0,,
9951,Rajasthan,dholpur,2001,kharif,Rice,1178.0,1469.0,1.247028862,1066.0,1539.0,,
9952,Rajasthan,dholpur,2002,kharif,Rice,628.0,510.0,0.812101911,1469.0,1066.0,,
9953,Rajasthan,dholpur,2003,kharif,Rice,779.0,1287.0,1.6521181,510.0,1469.0,,
9954,Rajasthan,dholpur,2004,kharif,Rice,647.0,960.0,1.483771252,1287.0,510.0,,
9955,Rajasthan,dholpur,2005,kharif,Rice,837.0,1228.0,1.467144564,960.0,1287.0,698.8,828.9
9956,Rajasthan,dholpur,2006,kharif,Rice,536.0,845.0,1.5764925369999998,1228.0,960.0,375.8,698.8
9957,Rajasthan,dholpur,2007,kharif,Rice,484.0,983.0,2.030991736,845.0,1228.0,379.1,375.8
9958,Rajasthan,dholpur,2008,kharif,Rice,574.0,1037.0,1.806620209,983.0,845.0,868.8,379.1
9959,Rajasthan,dholpur,2009,kharif,Rice,569.0,862.0,1.5149384890000002,1037.0,983.0,422.9,868.8
9960,Rajasthan,dholpur,2010,kharif,Rice,679.0,1375.0,2.025036819,862.0,1037.0,736.3,422.9
9961,Rajasthan,dungarpur,1997,kharif,Rice,31900.0,34900.0,1.094043887,,,992.82,1193.714
9962,Rajasthan,dungarpur,1998,kharif,Rice,17197.0,7860.0,0.45705646299999997,34900.0,,991.59,992.82
9963,Rajasthan,dungarpur,1999,kharif,Rice,21366.0,5818.0,0.272301788,7860.0,34900.0,712.448,991.59
9964,Rajasthan,dungarpur,2000,kharif,Rice,15144.0,1495.0,0.098718965,5818.0,7860.0,657.862,712.448
9965,Rajasthan,dungarpur,2001,kharif,Rice,20576.0,8516.0,0.413880249,1495.0,5818.0,724.9889999999999,657.862
9966,Rajasthan,dungarpur,2002,kharif,Rice,8439.0,1400.0,0.165896433,8516.0,1495.0,473.647,724.9889999999999
9967,Rajasthan,dungarpur,2003,kharif,Rice,19193.0,20126.0,1.048611473,1400.0,8516.0,,
9968,Rajasthan,dungarpur,2004,kharif,Rice,25153.0,20267.0,0.805748817,20126.0,1400.0,,
9969,Rajasthan,dungarpur,2005,kharif,Rice,21879.0,7234.0,0.33063668399999996,20267.0,20126.0,628.6,816.1
9970,Rajasthan,dungarpur,2006,kharif,Rice,27161.0,18171.0,0.669010714,7234.0,20267.0,1369.4,628.6
9971,Rajasthan,dungarpur,2007,kharif,Rice,29975.0,39241.0,1.30912427,18171.0,7234.0,945.6,1369.4
9972,Rajasthan,dungarpur,2008,kharif,Rice,14842.0,3288.0,0.221533486,39241.0,18171.0,424.4,945.6
9973,Rajasthan,dungarpur,2009,kharif,Rice,13961.0,5060.0,0.362438221,3288.0,39241.0,719.4,424.4
9974,Rajasthan,dungarpur,2010,kharif,Rice,13727.0,9058.0,0.659867415,5060.0,3288.0,593.4,719.4
9975,Rajasthan,ganganagar,1997,kharif,Rice,3900.0,5600.0,1.4358974359999999,,,294.841,278.907
