,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2
740,Uttar Pradesh,jalaun,2008,kharif,Rice,432,496.0,1.148148148,130.0,1217.0
741,Uttar Pradesh,jalaun,2009,kharif,Rice,227,230.0,1.013215859,496.0,130.0
742,Uttar Pradesh,jalaun,2010,kharif,Rice,339,458.0,1.351032448,230.0,496.0
745,Uttar Pradesh,jaunpur,2004,kharif,Rice,137757,162226.0,1.177624368,293353.0,243387.0
746,Uttar Pradesh,jaunpur,2005,kharif,Rice,112040,214557.0,1.91500357,162226.0,293353.0
747,Uttar Pradesh,jaunpur,2006,kharif,Rice,144237,266983.0,1.85100217,214557.0,162226.0
748,Uttar Pradesh,jaunpur,2007,kharif,Rice,138085,265261.0,1.920997936,266983.0,214557.0
749,Uttar Pradesh,jaunpur,2008,kharif,Rice,144174,309686.0,2.14800172,265261.0,266983.0
750,Uttar Pradesh,jaunpur,2009,kharif,Rice,129556,255484.0,1.971996666,309686.0,265261.0
751,Uttar Pradesh,jaunpur,2010,kharif,Rice,139885,292220.0,2.08900168,255484.0,309686.0
754,Uttar Pradesh,jhansi,2004,kharif,Rice,3461,2911.0,0.841086391,3455.0,384.0
755,Uttar Pradesh,jhansi,2005,kharif,Rice,1909,3581.0,1.875851231,2911.0,3455.0
756,Uttar Pradesh,jhansi,2006,kharif,Rice,1082,1365.0,1.26155268,3581.0,2911.0
757,Uttar Pradesh,jhansi,2007,kharif,Rice,3994,3047.0,0.762894342,1365.0,3581.0
758,Uttar Pradesh,jhansi,2008,kharif,Rice,1689,3197.0,1.892835998,3047.0,1365.0
759,Uttar Pradesh,jhansi,2009,kharif,Rice,1823,3167.0,1.737246297,3197.0,3047.0
760,Uttar Pradesh,jhansi,2010,kharif,Rice,2067,4738.0,2.292210934,3167.0,3197.0
763,Uttar Pradesh,kanpur dehat,2005,kharif,Rice,55080,123765.0,2.247004357,126264.0,109175.0
764,Uttar Pradesh,kanpur dehat,2006,kharif,Rice,56707,107290.0,1.892006278,123765.0,126264.0
765,Uttar Pradesh,kanpur dehat,2007,kharif,Rice,56442,114747.0,2.033007335,107290.0,123765.0
766,Uttar Pradesh,kanpur dehat,2008,kharif,Rice,52436,125374.0,2.390990922,114747.0,107290.0
767,Uttar Pradesh,kanpur dehat,2009,kharif,Rice,29397,66114.0,2.249005001,125374.0,114747.0
768,Uttar Pradesh,kanpur dehat,2010,kharif,Rice,43449,99976.0,2.300996571,66114.0,125374.0
771,Uttar Pradesh,kanpur nagar,2004,kharif,Rice,37165,71748.0,1.930526033,74896.0,154159.0
772,Uttar Pradesh,kanpur nagar,2005,kharif,Rice,32279,64493.0,1.997986307,71748.0,74896.0
773,Uttar Pradesh,kanpur nagar,2006,kharif,Rice,30487,49480.0,1.622986847,64493.0,71748.0
774,Uttar Pradesh,kanpur nagar,2007,kharif,Rice,33909,63986.0,1.886991654,49480.0,64493.0
775,Uttar Pradesh,kanpur nagar,2008,kharif,Rice,34040,74003.0,2.174001175,63986.0,49480.0
776,Uttar Pradesh,kanpur nagar,2009,kharif,Rice,24103,55485.0,2.301995602,74003.0,63986.0
777,Uttar Pradesh,kanpur nagar,2010,kharif,Rice,31353,70638.0,2.252990144,55485.0,74003.0
782,Uttar Pradesh,kheri,2004,kharif,Rice,190686,397276.0,2.08340413,428236.0,363489.0
783,Uttar Pradesh,kheri,2005,kharif,Rice,176122,396803.0,2.253000761,397276.0,428236.0
784,Uttar Pradesh,kheri,2006,kharif,Rice,183844,376880.0,2.049998912,396803.0,397276.0
785,Uttar Pradesh,kheri,2007,kharif,Rice,179820,372227.0,2.069997776,376880.0,396803.0
786,Uttar Pradesh,kheri,2008,kharif,Rice,187595,334107.0,1.781001626,372227.0,376880.0
787,Uttar Pradesh,kheri,2009,kharif,Rice,163394,321886.0,1.969998898,334107.0,372227.0
788,Uttar Pradesh,kheri,2010,kharif,Rice,181676,393329.0,2.165002532,321886.0,334107.0
791,Uttar Pradesh,lalitpur,2004,kharif,Rice,5668,2203.0,0.388673253,3870.0,612.0
792,Uttar Pradesh,lalitpur,2005,kharif,Rice,3484,2146.0,0.615958668,2203.0,3870.0
793,Uttar Pradesh,lalitpur,2006,kharif,Rice,4996,3612.0,0.722978383,2146.0,2203.0
794,Uttar Pradesh,lalitpur,2007,kharif,Rice,3485,1049.0,0.301004304,3612.0,2146.0
795,Uttar Pradesh,lalitpur,2008,kharif,Rice,3207,2402.0,0.748986592,1049.0,3612.0
796,Uttar Pradesh,lalitpur,2009,kharif,Rice,3434,2136.0,0.622015143,2402.0,1049.0
797,Uttar Pradesh,lalitpur,2010,kharif,Rice,2833,1856.0,0.655135898,2136.0,2402.0
800,Uttar Pradesh,lucknow,2004,kharif,Rice,52825,99033.0,1.87473734,102433.0,74299.0
801,Uttar Pradesh,lucknow,2005,kharif,Rice,35499,68300.0,1.923997859,99033.0,102433.0
802,Uttar Pradesh,lucknow,2006,kharif,Rice,48107,93520.0,1.943999834,68300.0,99033.0
803,Uttar Pradesh,lucknow,2007,kharif,Rice,47542,87097.0,1.832001178,93520.0,68300.0
804,Uttar Pradesh,lucknow,2008,kharif,Rice,56308,118810.0,2.110002131,87097.0,93520.0
805,Uttar Pradesh,lucknow,2009,kharif,Rice,43549,95329.0,2.189005488,118810.0,87097.0
806,Uttar Pradesh,lucknow,2010,kharif,Rice,48833,93320.0,1.911002805,95329.0,118810.0
809,Uttar Pradesh,maharajganj,2004,kharif,Rice,171788,385422.0,2.243590938,450103.0,436958.0
810,Uttar Pradesh,maharajganj,2005,kharif,Rice,158717,370763.0,2.336000554,385422.0,450103.0
811,Uttar Pradesh,maharajganj,2006,kharif,Rice,168666,389281.0,2.307999241,370763.0,385422.0
812,Uttar Pradesh,maharajganj,2007,kharif,Rice,161982,358952.0,2.215999309,389281.0,370763.0
813,Uttar Pradesh,maharajganj,2008,kharif,Rice,165274,381287.0,2.306999286,358952.0,389281.0
814,Uttar Pradesh,maharajganj,2009,kharif,Rice,167645,407210.0,2.42900176,381287.0,358952.0
815,Uttar Pradesh,maharajganj,2010,kharif,Rice,167451,363536.0,2.170999277,407210.0,381287.0
818,Uttar Pradesh,mainpuri,2004,kharif,Rice,81474,179085.0,2.198063186,93556.0,100585.0
819,Uttar Pradesh,mainpuri,2005,kharif,Rice,56735,133441.0,2.352004935,179085.0,93556.0
820,Uttar Pradesh,mainpuri,2006,kharif,Rice,81474,204174.0,2.506001915,133441.0,179085.0
821,Uttar Pradesh,mainpuri,2007,kharif,Rice,75962,185195.0,2.437995313,204174.0,133441.0
822,Uttar Pradesh,mainpuri,2008,kharif,Rice,83634,209336.0,2.503001172,185195.0,204174.0
823,Uttar Pradesh,mainpuri,2009,kharif,Rice,60622,137673.0,2.271007225,209336.0,185195.0
824,Uttar Pradesh,mainpuri,2010,kharif,Rice,49602,120434.0,2.428006935,137673.0,209336.0
827,Uttar Pradesh,mathura,2004,kharif,Rice,37089,94625.0,2.551295532,67858.0,43496.0
828,Uttar Pradesh,mathura,2005,kharif,Rice,32880,82858.0,2.520012165,94625.0,67858.0
829,Uttar Pradesh,mathura,2006,kharif,Rice,37089,77442.0,2.08800453,82858.0,94625.0
830,Uttar Pradesh,mathura,2007,kharif,Rice,42229,103377.0,2.448009662,77442.0,82858.0
831,Uttar Pradesh,mathura,2008,kharif,Rice,45394,119522.0,2.632991144,103377.0,77442.0
832,Uttar Pradesh,mathura,2009,kharif,Rice,42931,92817.0,2.162004146,119522.0,103377.0
833,Uttar Pradesh,mathura,2010,kharif,Rice,47142,101167.0,2.146005685,92817.0,119522.0
836,Uttar Pradesh,mau,2004,kharif,Rice,90051,116405.0,1.292656384,192364.0,195837.0
837,Uttar Pradesh,mau,2005,kharif,Rice,90387,158629.0,1.754997953,116405.0,192364.0
838,Uttar Pradesh,mau,2006,kharif,Rice,85278,88433.0,1.036996646,158629.0,116405.0
839,Uttar Pradesh,mau,2007,kharif,Rice,74202,133489.0,1.798994636,88433.0,158629.0
840,Uttar Pradesh,mau,2008,kharif,Rice,91102,182022.0,1.998002239,133489.0,88433.0
841,Uttar Pradesh,mau,2009,kharif,Rice,76241,111464.0,1.461995514,182022.0,133489.0
842,Uttar Pradesh,mau,2010,kharif,Rice,84040,155894.0,1.85499762,111464.0,182022.0
845,Uttar Pradesh,meerut,2004,kharif,Rice,15186,38020.0,2.503621757,33423.0,30021.0
846,Uttar Pradesh,meerut,2005,kharif,Rice,12110,27199.0,2.245995045,38020.0,33423.0
847,Uttar Pradesh,meerut,2006,kharif,Rice,15848,39921.0,2.518992933,27199.0,38020.0
848,Uttar Pradesh,meerut,2007,kharif,Rice,13707,32335.0,2.359013643,39921.0,27199.0
849,Uttar Pradesh,meerut,2008,kharif,Rice,17372,39938.0,2.298986875,32335.0,39921.0
850,Uttar Pradesh,meerut,2009,kharif,Rice,17629,45113.0,2.559022066,39938.0,32335.0
851,Uttar Pradesh,meerut,2010,kharif,Rice,17605,38608.0,2.193013348,45113.0,39938.0
854,Uttar Pradesh,mirzapur,2004,kharif,Rice,90318,99621.0,1.103002724,215028.0,167705.0
855,Uttar Pradesh,mirzapur,2005,kharif,Rice,103594,151765.0,1.464997973,99621.0,215028.0
856,Uttar Pradesh,mirzapur,2006,kharif,Rice,99740,194094.0,1.945999599,151765.0,99621.0
857,Uttar Pradesh,mirzapur,2007,kharif,Rice,78848,111806.0,1.417994115,194094.0,151765.0
858,Uttar Pradesh,mirzapur,2008,kharif,Rice,108567,221368.0,2.038998959,111806.0,194094.0
859,Uttar Pradesh,mirzapur,2009,kharif,Rice,61987,96080.0,1.55000242,221368.0,111806.0
860,Uttar Pradesh,mirzapur,2010,kharif,Rice,64224,132879.0,2.0689929,96080.0,221368.0
863,Uttar Pradesh,moradabad,2004,kharif,Rice,138207,326147.0,2.359844292,291505.0,215401.0
864,Uttar Pradesh,moradabad,2005,kharif,Rice,114978,233865.0,2.033997808,326147.0,291505.0
865,Uttar Pradesh,moradabad,2006,kharif,Rice,138207,289405.0,2.093996686,233865.0,326147.0
866,Uttar Pradesh,moradabad,2007,kharif,Rice,139065,325690.0,2.341998346,289405.0,233865.0
867,Uttar Pradesh,moradabad,2008,kharif,Rice,136178,302043.0,2.218001439,325690.0,289405.0
868,Uttar Pradesh,moradabad,2009,kharif,Rice,120321,279506.0,2.323002635,302043.0,325690.0
869,Uttar Pradesh,moradabad,2010,kharif,Rice,125006,224136.0,1.793001936,279506.0,302043.0
872,Uttar Pradesh,muzaffarnagar,2004,kharif,Rice,31015,80429.0,2.593229083,66673.0,44682.0
873,Uttar Pradesh,muzaffarnagar,2005,kharif,Rice,22442,50876.0,2.266999376,80429.0,66673.0
874,Uttar Pradesh,muzaffarnagar,2006,kharif,Rice,25690,57854.0,2.252004671,50876.0,80429.0
875,Uttar Pradesh,muzaffarnagar,2007,kharif,Rice,22302,55911.0,2.506994888,57854.0,50876.0
876,Uttar Pradesh,muzaffarnagar,2008,kharif,Rice,29373,68938.0,2.346985327,55911.0,57854.0
877,Uttar Pradesh,muzaffarnagar,2009,kharif,Rice,35635,92794.0,2.604012909,68938.0,55911.0
878,Uttar Pradesh,muzaffarnagar,2010,kharif,Rice,37128,82944.0,2.234001293,92794.0,68938.0
881,Uttar Pradesh,pilibhit,2004,kharif,Rice,165534,418292.0,2.526924982,428098.0,405772.0
882,Uttar Pradesh,pilibhit,2005,kharif,Rice,151953,380642.0,2.504998256,418292.0,428098.0
883,Uttar Pradesh,pilibhit,2006,kharif,Rice,165534,397116.0,2.398999601,380642.0,418292.0
884,Uttar Pradesh,pilibhit,2007,kharif,Rice,160112,455198.0,2.842997402,397116.0,380642.0
885,Uttar Pradesh,pilibhit,2008,kharif,Rice,154385,345822.0,2.239997409,455198.0,397116.0
886,Uttar Pradesh,pilibhit,2009,kharif,Rice,154810,403280.0,2.604999677,345822.0,455198.0
887,Uttar Pradesh,pilibhit,2010,kharif,Rice,149172,370692.0,2.484997184,403280.0,345822.0
890,Uttar Pradesh,pratapgarh,2004,kharif,Rice,96432,157306.0,1.631263481,239818.0,179042.0
891,Uttar Pradesh,pratapgarh,2005,kharif,Rice,106016,198038.0,1.868001056,157306.0,239818.0
892,Uttar Pradesh,pratapgarh,2006,kharif,Rice,98612,184503.0,1.870999473,198038.0,157306.0
893,Uttar Pradesh,pratapgarh,2007,kharif,Rice,102207,196340.0,1.921003454,184503.0,198038.0
894,Uttar Pradesh,pratapgarh,2008,kharif,Rice,95782,209092.0,2.182998893,196340.0,184503.0
895,Uttar Pradesh,pratapgarh,2009,kharif,Rice,97382,207132.0,2.127004991,209092.0,196340.0
896,Uttar Pradesh,pratapgarh,2010,kharif,Rice,96664,193811.0,2.00499669,207132.0,209092.0
899,Uttar Pradesh,rae bareli,2004,kharif,Rice,136369,279701.0,2.051059992,274443.0,223545.0
900,Uttar Pradesh,rae bareli,2005,kharif,Rice,136732,281121.0,2.056000059,279701.0,274443.0
901,Uttar Pradesh,rae bareli,2006,kharif,Rice,136669,248738.0,1.820003073,281121.0,279701.0
902,Uttar Pradesh,rae bareli,2007,kharif,Rice,135591,287182.0,2.118001932,248738.0,281121.0
903,Uttar Pradesh,rae bareli,2008,kharif,Rice,142503,318922.0,2.238002007,287182.0,248738.0
904,Uttar Pradesh,rae bareli,2009,kharif,Rice,123177,269388.0,2.186999196,318922.0,287182.0
905,Uttar Pradesh,rae bareli,2010,kharif,Rice,80776,172941.0,2.14099485,269388.0,318922.0
908,Uttar Pradesh,rampur,2004,kharif,Rice,144038,319405.0,2.217505103,290515.0,301776.0
909,Uttar Pradesh,rampur,2005,kharif,Rice,129443,257333.0,1.988002441,319405.0,290515.0
910,Uttar Pradesh,rampur,2006,kharif,Rice,144038,303776.0,2.108999014,257333.0,319405.0
911,Uttar Pradesh,rampur,2007,kharif,Rice,134046,301335.0,2.247996956,303776.0,257333.0
912,Uttar Pradesh,rampur,2008,kharif,Rice,139590,274294.0,1.964997493,301335.0,303776.0
913,Uttar Pradesh,rampur,2009,kharif,Rice,116154,260766.0,2.245002325,274294.0,301335.0
914,Uttar Pradesh,rampur,2010,kharif,Rice,140906,267580.0,1.898996494,260766.0,274294.0
917,Uttar Pradesh,saharanpur,2004,kharif,Rice,59988,134030.0,2.234280189,119053.0,134817.0
918,Uttar Pradesh,saharanpur,2005,kharif,Rice,50264,115205.0,2.291998249,134030.0,119053.0
919,Uttar Pradesh,saharanpur,2006,kharif,Rice,56475,127803.0,2.263001328,115205.0,134030.0
920,Uttar Pradesh,saharanpur,2007,kharif,Rice,49206,112879.0,2.294008861,127803.0,115205.0
921,Uttar Pradesh,saharanpur,2008,kharif,Rice,47858,106580.0,2.227004889,112879.0,127803.0
922,Uttar Pradesh,saharanpur,2009,kharif,Rice,51884,118140.0,2.277002544,106580.0,112879.0
923,Uttar Pradesh,saharanpur,2010,kharif,Rice,54830,120023.0,2.189002371,118140.0,106580.0
926,Uttar Pradesh,shahjahanpur,2004,kharif,Rice,204915,483179.0,2.357948418,421045.0,293162.0
927,Uttar Pradesh,shahjahanpur,2005,kharif,Rice,191956,408482.0,2.127998083,483179.0,421045.0
928,Uttar Pradesh,shahjahanpur,2006,kharif,Rice,204915,459829.0,2.243998731,408482.0,483179.0
929,Uttar Pradesh,shahjahanpur,2007,kharif,Rice,183655,442792.0,2.410998884,459829.0,408482.0
930,Uttar Pradesh,shahjahanpur,2008,kharif,Rice,217806,490281.0,2.250998595,442792.0,459829.0
931,Uttar Pradesh,shahjahanpur,2009,kharif,Rice,162992,425246.0,2.608999215,490281.0,442792.0
932,Uttar Pradesh,shahjahanpur,2010,kharif,Rice,211075,430171.0,2.038000711,425246.0,490281.0
935,Uttar Pradesh,sitapur,2004,kharif,Rice,158642,241358.0,1.521400386,262915.0,188830.0
936,Uttar Pradesh,sitapur,2005,kharif,Rice,133490,221860.0,1.661997153,241358.0,262915.0
937,Uttar Pradesh,sitapur,2006,kharif,Rice,158642,257317.0,1.621997958,221860.0,241358.0
938,Uttar Pradesh,sitapur,2007,kharif,Rice,149280,260494.0,1.74500268,257317.0,221860.0
939,Uttar Pradesh,sitapur,2008,kharif,Rice,148440,257098.0,1.731999461,260494.0,257317.0
940,Uttar Pradesh,sitapur,2009,kharif,Rice,148649,275595.0,1.853998345,257098.0,260494.0
941,Uttar Pradesh,sitapur,2010,kharif,Rice,156947,310441.0,1.977998942,275595.0,257098.0
944,Uttar Pradesh,sonbhadra,2004,kharif,Rice,68909,34420.0,0.49949934,182495.0,113616.0
945,Uttar Pradesh,sonbhadra,2005,kharif,Rice,82683,83841.0,1.014005297,34420.0,182495.0
946,Uttar Pradesh,sonbhadra,2006,kharif,Rice,82060,120218.0,1.465001219,83841.0,34420.0
947,Uttar Pradesh,sonbhadra,2007,kharif,Rice,30582,31408.0,1.027009352,120218.0,83841.0
948,Uttar Pradesh,sonbhadra,2008,kharif,Rice,27301,37703.0,1.381011685,31408.0,120218.0
949,Uttar Pradesh,sonbhadra,2009,kharif,Rice,17327,21399.0,1.235008946,37703.0,31408.0
950,Uttar Pradesh,sonbhadra,2010,kharif,Rice,27442,42014.0,1.531010859,21399.0,37703.0
953,Uttar Pradesh,sultanpur,2004,kharif,Rice,155041,315565.0,2.035364839,358923.0,263269.0
954,Uttar Pradesh,sultanpur,2005,kharif,Rice,156578,333041.0,2.126997407,315565.0,358923.0
955,Uttar Pradesh,sultanpur,2006,kharif,Rice,157713,281833.0,1.786999169,333041.0,315565.0
956,Uttar Pradesh,sultanpur,2007,kharif,Rice,156243,320923.0,2.053999219,281833.0,333041.0
957,Uttar Pradesh,sultanpur,2008,kharif,Rice,173487,380110.0,2.190999902,320923.0,281833.0
958,Uttar Pradesh,sultanpur,2009,kharif,Rice,133285,303223.0,2.274997186,380110.0,320923.0
959,Uttar Pradesh,sultanpur,2010,kharif,Rice,90048,216836.0,2.40800462,303223.0,380110.0
962,Uttar Pradesh,unnao,2004,kharif,Rice,94154,164546.0,1.747626229,169705.0,84666.0
963,Uttar Pradesh,unnao,2005,kharif,Rice,87407,150078.0,1.717002071,164546.0,169705.0
964,Uttar Pradesh,unnao,2006,kharif,Rice,89698,129883.0,1.4480033,150078.0,164546.0
965,Uttar Pradesh,unnao,2007,kharif,Rice,90658,171525.0,1.892000706,129883.0,150078.0
966,Uttar Pradesh,unnao,2008,kharif,Rice,91689,193922.0,2.114997437,171525.0,129883.0
967,Uttar Pradesh,unnao,2009,kharif,Rice,56056,100452.0,1.791993721,193922.0,171525.0
968,Uttar Pradesh,unnao,2010,kharif,Rice,81000,138186.0,1.706,100452.0,193922.0
971,Uttar Pradesh,varanasi,2004,kharif,Rice,48948,28319.0,0.57855275,133775.0,89166.0
972,Uttar Pradesh,varanasi,2005,kharif,Rice,47369,72048.0,1.520994743,28319.0,133775.0
973,Uttar Pradesh,varanasi,2006,kharif,Rice,60959,95645.0,1.569005397,72048.0,28319.0
974,Uttar Pradesh,varanasi,2007,kharif,Rice,50910,86343.0,1.695992929,95645.0,72048.0
975,Uttar Pradesh,varanasi,2008,kharif,Rice,51740,111034.0,2.145999227,86343.0,95645.0
976,Uttar Pradesh,varanasi,2009,kharif,Rice,39295,58274.0,1.482987657,111034.0,86343.0
977,Uttar Pradesh,varanasi,2010,kharif,Rice,42021,84882.0,2.019990005,58274.0,111034.0
980,Uttarakhand,almora,2004,kharif,Rice,21444,21008.0,0.979667972,20615.0,15941.0
981,Uttarakhand,almora,2005,kharif,Rice,21212,22000.0,1.037148784,21008.0,20615.0
982,Uttarakhand,almora,2006,kharif,Rice,23031,28882.0,1.254048891,22000.0,21008.0
983,Uttarakhand,almora,2007,kharif,Rice,22299,25409.0,1.139468138,28882.0,22000.0
984,Uttarakhand,almora,2008,kharif,Rice,20493,20160.0,0.983750549,25409.0,28882.0
985,Uttarakhand,almora,2009,kharif,Rice,21069,20655.0,0.980350278,20160.0,25409.0
986,Uttarakhand,almora,2010,kharif,Rice,19294,19886.0,1.030683114,20655.0,20160.0
989,Uttarakhand,bageshwar,2004,kharif,Rice,12481,16619.0,1.331543947,18981.0,13177.0
990,Uttarakhand,bageshwar,2005,kharif,Rice,15699,22304.0,1.420727435,16619.0,18981.0
991,Uttarakhand,bageshwar,2006,kharif,Rice,13759,16922.0,1.229885893,22304.0,16619.0
992,Uttarakhand,bageshwar,2007,kharif,Rice,12781,16239.0,1.270557859,16922.0,22304.0
993,Uttarakhand,bageshwar,2008,kharif,Rice,14862,20439.0,1.375252321,16239.0,16922.0
994,Uttarakhand,bageshwar,2009,kharif,Rice,12629,16972.0,1.343891044,20439.0,16239.0
995,Uttarakhand,bageshwar,2010,kharif,Rice,13700,16519.0,1.205766423,16972.0,20439.0
998,Uttarakhand,chamoli,2004,kharif,Rice,12768,16579.0,1.298480576,17611.0,12945.0
999,Uttarakhand,chamoli,2005,kharif,Rice,10219,14658.0,1.434386926,16579.0,17611.0
1000,Uttarakhand,chamoli,2006,kharif,Rice,12317,16421.0,1.333198019,14658.0,16579.0
1001,Uttarakhand,chamoli,2007,kharif,Rice,11905,17754.0,1.491306174,16421.0,14658.0
1002,Uttarakhand,chamoli,2008,kharif,Rice,11714,15380.0,1.312958853,17754.0,16421.0
1003,Uttarakhand,chamoli,2009,kharif,Rice,11673,13813.0,1.18332905,15380.0,17754.0
1004,Uttarakhand,chamoli,2010,kharif,Rice,12407,17532.0,1.413073265,13813.0,15380.0
1007,Uttarakhand,champawat,2004,kharif,Rice,9861,12201.0,1.237298448,11134.0,10526.0
1008,Uttarakhand,champawat,2005,kharif,Rice,9395,11923.0,1.269079297,12201.0,11134.0
1009,Uttarakhand,champawat,2006,kharif,Rice,10109,12137.0,1.200613315,11923.0,12201.0
1010,Uttarakhand,champawat,2007,kharif,Rice,6948,9490.0,1.365860679,12137.0,11923.0
1011,Uttarakhand,champawat,2008,kharif,Rice,10060,9498.0,0.944135189,9490.0,12137.0
1012,Uttarakhand,champawat,2009,kharif,Rice,6848,8222.0,1.200642523,9498.0,9490.0
1013,Uttarakhand,champawat,2010,kharif,Rice,7216,7455.0,1.033120843,8222.0,9498.0
1016,Uttarakhand,dehradun,2004,kharif,Rice,12317,23415.0,1.901031095,27981.0,25244.0
1017,Uttarakhand,dehradun,2005,kharif,Rice,12344,25667.0,2.079309786,23415.0,27981.0
1018,Uttarakhand,dehradun,2006,kharif,Rice,12091,24734.0,2.045653792,25667.0,23415.0
1019,Uttarakhand,dehradun,2007,kharif,Rice,11795,25112.0,2.129037728,24734.0,25667.0
1020,Uttarakhand,dehradun,2008,kharif,Rice,11428,23706.0,2.074378719,25112.0,24734.0
1021,Uttarakhand,dehradun,2009,kharif,Rice,11168,21268.0,1.904369628,23706.0,25112.0
1022,Uttarakhand,dehradun,2010,kharif,Rice,11193,21827.0,1.950058072,21268.0,23706.0
1025,Uttarakhand,haridwar,2004,kharif,Rice,19891,45130.0,2.268865316,38260.0,34127.0
1026,Uttarakhand,haridwar,2005,kharif,Rice,17137,31462.0,1.835910603,45130.0,38260.0
1027,Uttarakhand,haridwar,2006,kharif,Rice,12611,24586.0,1.949567838,31462.0,45130.0
1028,Uttarakhand,haridwar,2007,kharif,Rice,10953,24659.0,2.251346663,24586.0,31462.0
1029,Uttarakhand,haridwar,2008,kharif,Rice,17140,37098.0,2.164410735,24659.0,24586.0
1030,Uttarakhand,haridwar,2009,kharif,Rice,19245,42373.0,2.201766693,37098.0,24659.0
1031,Uttarakhand,haridwar,2010,kharif,Rice,18237,29285.0,1.605801393,42373.0,37098.0
1034,Uttarakhand,nainital,2004,kharif,Rice,12032,29665.0,2.465508644,30665.0,28567.0
1035,Uttarakhand,nainital,2005,kharif,Rice,12251,32381.0,2.643131173,29665.0,30665.0
1036,Uttarakhand,nainital,2006,kharif,Rice,11584,29414.0,2.539191989,32381.0,29665.0
1037,Uttarakhand,nainital,2007,kharif,Rice,12778,32173.0,2.517843168,29414.0,32381.0
1038,Uttarakhand,nainital,2008,kharif,Rice,13320,29248.0,2.195795796,32173.0,29414.0
1039,Uttarakhand,nainital,2009,kharif,Rice,13190,38931.0,2.951554208,29248.0,32173.0
1040,Uttarakhand,nainital,2010,kharif,Rice,12543,29300.0,2.335964283,38931.0,29248.0
1043,Uttarakhand,pauri garhwal,2004,kharif,Rice,21854,25259.0,1.155806717,26596.0,17844.0
1044,Uttarakhand,pauri garhwal,2005,kharif,Rice,22335,22878.0,1.024311619,25259.0,26596.0
1045,Uttarakhand,pauri garhwal,2006,kharif,Rice,23476,24496.0,1.043448628,22878.0,25259.0
1046,Uttarakhand,pauri garhwal,2007,kharif,Rice,21179,20499.0,0.967892724,24496.0,22878.0
1047,Uttarakhand,pauri garhwal,2008,kharif,Rice,19373,20652.0,1.066019718,20499.0,24496.0
1048,Uttarakhand,pauri garhwal,2009,kharif,Rice,18829,20304.0,1.078336608,20652.0,20499.0
1049,Uttarakhand,pauri garhwal,2010,kharif,Rice,17180,18646.0,1.085331781,20304.0,20652.0
1052,Uttarakhand,pithoragarh,2004,kharif,Rice,25060,32672.0,1.303750998,25879.0,29266.0
1053,Uttarakhand,pithoragarh,2005,kharif,Rice,22696,28472.0,1.254494184,32672.0,25879.0
1054,Uttarakhand,pithoragarh,2006,kharif,Rice,21000,27134.0,1.292095238,28472.0,32672.0
1055,Uttarakhand,pithoragarh,2007,kharif,Rice,21247,28915.0,1.360898009,27134.0,28472.0
1056,Uttarakhand,pithoragarh,2008,kharif,Rice,20875,29805.0,1.427784431,28915.0,27134.0
1057,Uttarakhand,pithoragarh,2009,kharif,Rice,21239,27527.0,1.296059136,29805.0,28915.0
1058,Uttarakhand,pithoragarh,2010,kharif,Rice,22525,28454.0,1.263218646,27527.0,29805.0
1061,Uttarakhand,rudra prayag,2004,kharif,Rice,8799,11669.0,1.326173429,12151.0,11012.0
1062,Uttarakhand,rudra prayag,2005,kharif,Rice,8016,10720.0,1.337325349,11669.0,12151.0
1063,Uttarakhand,rudra prayag,2006,kharif,Rice,8876,13713.0,1.544952681,10720.0,11669.0
1064,Uttarakhand,rudra prayag,2007,kharif,Rice,9614,15150.0,1.575826919,13713.0,10720.0
1065,Uttarakhand,rudra prayag,2008,kharif,Rice,9719,16340.0,1.681242926,15150.0,13713.0
1066,Uttarakhand,rudra prayag,2009,kharif,Rice,7940,11077.0,1.395088161,16340.0,15150.0
1067,Uttarakhand,rudra prayag,2010,kharif,Rice,9726,14897.0,1.531667695,11077.0,16340.0
1070,Uttarakhand,tehri garhwal,2004,kharif,Rice,13909,19229.0,1.38248616,19395.0,15232.0
1071,Uttarakhand,tehri garhwal,2005,kharif,Rice,12164,17668.0,1.452482736,19229.0,19395.0
1072,Uttarakhand,tehri garhwal,2006,kharif,Rice,12573,19964.0,1.587846974,17668.0,19229.0
1073,Uttarakhand,tehri garhwal,2007,kharif,Rice,12991,20457.0,1.574705565,19964.0,17668.0
1074,Uttarakhand,tehri garhwal,2008,kharif,Rice,13844,22795.0,1.646561687,20457.0,19964.0
1075,Uttarakhand,tehri garhwal,2009,kharif,Rice,11129,13318.0,1.196693324,22795.0,20457.0
1076,Uttarakhand,tehri garhwal,2010,kharif,Rice,11396,16656.0,1.461565462,13318.0,22795.0
1079,Uttarakhand,udam singh nagar,2004,kharif,Rice,100560,270220.0,2.687151949,254699.0,288037.0
1080,Uttarakhand,udam singh nagar,2005,kharif,Rice,101780,269787.0,2.650687758,270220.0,254699.0
1081,Uttarakhand,udam singh nagar,2006,kharif,Rice,100822,283757.0,2.814435341,269787.0,270220.0
1082,Uttarakhand,udam singh nagar,2007,kharif,Rice,94447,268565.0,2.843552469,283757.0,269787.0
1083,Uttarakhand,udam singh nagar,2008,kharif,Rice,102098,265223.0,2.597729632,268565.0,283757.0
