,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2,1_B1_M,1_B1_V,1_B2_M,1_B2_V,1_B3_M,1_B3_V,1_B4_M,1_B4_V,1_B5_M,1_B5_V,1_B6_M,1_B6_V,1_B7_M,1_B7_V,1_B8_M,1_B8_V,1_B9_M,1_B9_V,1_B10_M,1_B10_V,2_B1_M,2_B1_V,2_B2_M,2_B2_V,2_B3_M,2_B3_V,2_B4_M,2_B4_V,2_B5_M,2_B5_V,2_B6_M,2_B6_V,2_B7_M,2_B7_V,2_B8_M,2_B8_V,2_B9_M,2_B9_V,2_B10_M,2_B10_V,3_B1_M,3_B1_V,3_B2_M,3_B2_V,3_B3_M,3_B3_V,3_B4_M,3_B4_V,3_B5_M,3_B5_V,3_B6_M,3_B6_V,3_B7_M,3_B7_V,3_B8_M,3_B8_V,3_B9_M,3_B9_V,3_B10_M,3_B10_V,4_B1_M,4_B1_V,4_B2_M,4_B2_V,4_B3_M,4_B3_V,4_B4_M,4_B4_V,4_B5_M,4_B5_V,4_B6_M,4_B6_V,4_B7_M,4_B7_V,4_B8_M,4_B8_V,4_B9_M,4_B9_V,4_B10_M,4_B10_V,5_B1_M,5_B1_V,5_B2_M,5_B2_V,5_B3_M,5_B3_V,5_B4_M,5_B4_V,5_B5_M,5_B5_V,5_B6_M,5_B6_V,5_B7_M,5_B7_V,5_B8_M,5_B8_V,5_B9_M,5_B9_V,5_B10_M,5_B10_V,6_B1_M,6_B1_V,6_B2_M,6_B2_V,6_B3_M,6_B3_V,6_B4_M,6_B4_V,6_B5_M,6_B5_V,6_B6_M,6_B6_V,6_B7_M,6_B7_V,6_B8_M,6_B8_V,6_B9_M,6_B9_V,6_B10_M,6_B10_V,7_B1_M,7_B1_V,7_B2_M,7_B2_V,7_B3_M,7_B3_V,7_B4_M,7_B4_V,7_B5_M,7_B5_V,7_B6_M,7_B6_V,7_B7_M,7_B7_V,7_B8_M,7_B8_V,7_B9_M,7_B9_V,7_B10_M,7_B10_V,8_B1_M,8_B1_V,8_B2_M,8_B2_V,8_B3_M,8_B3_V,8_B4_M,8_B4_V,8_B5_M,8_B5_V,8_B6_M,8_B6_V,8_B7_M,8_B7_V,8_B8_M,8_B8_V,8_B9_M,8_B9_V,8_B10_M,8_B10_V,9_B1_M,9_B1_V,9_B2_M,9_B2_V,9_B3_M,9_B3_V,9_B4_M,9_B4_V,9_B5_M,9_B5_V,9_B6_M,9_B6_V,9_B7_M,9_B7_V,9_B8_M,9_B8_V,9_B9_M,9_B9_V,9_B10_M,9_B10_V,10_B1_M,10_B1_V,10_B2_M,10_B2_V,10_B3_M,10_B3_V,10_B4_M,10_B4_V,10_B5_M,10_B5_V,10_B6_M,10_B6_V,10_B7_M,10_B7_V,10_B8_M,10_B8_V,10_B9_M,10_B9_V,10_B10_M,10_B10_V,11_B1_M,11_B1_V,11_B2_M,11_B2_V,11_B3_M,11_B3_V,11_B4_M,11_B4_V,11_B5_M,11_B5_V,11_B6_M,11_B6_V,11_B7_M,11_B7_V,11_B8_M,11_B8_V,11_B9_M,11_B9_V,11_B10_M,11_B10_V,12_B1_M,12_B1_V,12_B2_M,12_B2_V,12_B3_M,12_B3_V,12_B4_M,12_B4_V,12_B5_M,12_B5_V,12_B6_M,12_B6_V,12_B7_M,12_B7_V,12_B8_M,12_B8_V,12_B9_M,12_B9_V,12_B10_M,12_B10_V,1_B1_Mn,1_B1_Vn,1_B2_Mn,1_B2_Vn,1_B3_Mn,1_B3_Vn,1_B4_Mn,1_B4_Vn,1_B5_Mn,1_B5_Vn,1_B6_Mn,1_B6_Vn,1_B7_Mn,1_B7_Vn,1_B8_Mn,1_B8_Vn,1_B9_Mn,1_B9_Vn,1_B10_Mn,1_B10_Vn,2_B1_Mn,2_B1_Vn,2_B2_Mn,2_B2_Vn,2_B3_Mn,2_B3_Vn,2_B4_Mn,2_B4_Vn,2_B5_Mn,2_B5_Vn,2_B6_Mn,2_B6_Vn,2_B7_Mn,2_B7_Vn,2_B8_Mn,2_B8_Vn,2_B9_Mn,2_B9_Vn,2_B10_Mn,2_B10_Vn,3_B1_Mn,3_B1_Vn,3_B2_Mn,3_B2_Vn,3_B3_Mn,3_B3_Vn,3_B4_Mn,3_B4_Vn,3_B5_Mn,3_B5_Vn,3_B6_Mn,3_B6_Vn,3_B7_Mn,3_B7_Vn,3_B8_Mn,3_B8_Vn,3_B9_Mn,3_B9_Vn,3_B10_Mn,3_B10_Vn,4_B1_Mn,4_B1_Vn,4_B2_Mn,4_B2_Vn,4_B3_Mn,4_B3_Vn,4_B4_Mn,4_B4_Vn,4_B5_Mn,4_B5_Vn,4_B6_Mn,4_B6_Vn,4_B7_Mn,4_B7_Vn,4_B8_Mn,4_B8_Vn,4_B9_Mn,4_B9_Vn,4_B10_Mn,4_B10_Vn,5_B1_Mn,5_B1_Vn,5_B2_Mn,5_B2_Vn,5_B3_Mn,5_B3_Vn,5_B4_Mn,5_B4_Vn,5_B5_Mn,5_B5_Vn,5_B6_Mn,5_B6_Vn,5_B7_Mn,5_B7_Vn,5_B8_Mn,5_B8_Vn,5_B9_Mn,5_B9_Vn,5_B10_Mn,5_B10_Vn,6_B1_Mn,6_B1_Vn,6_B2_Mn,6_B2_Vn,6_B3_Mn,6_B3_Vn,6_B4_Mn,6_B4_Vn,6_B5_Mn,6_B5_Vn,6_B6_Mn,6_B6_Vn,6_B7_Mn,6_B7_Vn,6_B8_Mn,6_B8_Vn,6_B9_Mn,6_B9_Vn,6_B10_Mn,6_B10_Vn,7_B1_Mn,7_B1_Vn,7_B2_Mn,7_B2_Vn,7_B3_Mn,7_B3_Vn,7_B4_Mn,7_B4_Vn,7_B5_Mn,7_B5_Vn,7_B6_Mn,7_B6_Vn,7_B7_Mn,7_B7_Vn,7_B8_Mn,7_B8_Vn,7_B9_Mn,7_B9_Vn,7_B10_Mn,7_B10_Vn,8_B1_Mn,8_B1_Vn,8_B2_Mn,8_B2_Vn,8_B3_Mn,8_B3_Vn,8_B4_Mn,8_B4_Vn,8_B5_Mn,8_B5_Vn,8_B6_Mn,8_B6_Vn,8_B7_Mn,8_B7_Vn,8_B8_Mn,8_B8_Vn,8_B9_Mn,8_B9_Vn,8_B10_Mn,8_B10_Vn,9_B1_Mn,9_B1_Vn,9_B2_Mn,9_B2_Vn,9_B3_Mn,9_B3_Vn,9_B4_Mn,9_B4_Vn,9_B5_Mn,9_B5_Vn,9_B6_Mn,9_B6_Vn,9_B7_Mn,9_B7_Vn,9_B8_Mn,9_B8_Vn,9_B9_Mn,9_B9_Vn,9_B10_Mn,9_B10_Vn,10_B1_Mn,10_B1_Vn,10_B2_Mn,10_B2_Vn,10_B3_Mn,10_B3_Vn,10_B4_Mn,10_B4_Vn,10_B5_Mn,10_B5_Vn,10_B6_Mn,10_B6_Vn,10_B7_Mn,10_B7_Vn,10_B8_Mn,10_B8_Vn,10_B9_Mn,10_B9_Vn,10_B10_Mn,10_B10_Vn,11_B1_Mn,11_B1_Vn,11_B2_Mn,11_B2_Vn,11_B3_Mn,11_B3_Vn,11_B4_Mn,11_B4_Vn,11_B5_Mn,11_B5_Vn,11_B6_Mn,11_B6_Vn,11_B7_Mn,11_B7_Vn,11_B8_Mn,11_B8_Vn,11_B9_Mn,11_B9_Vn,11_B10_Mn,11_B10_Vn,12_B1_Mn,12_B1_Vn,12_B2_Mn,12_B2_Vn,12_B3_Mn,12_B3_Vn,12_B4_Mn,12_B4_Vn,12_B5_Mn,12_B5_Vn,12_B6_Mn,12_B6_Vn,12_B7_Mn,12_B7_Vn,12_B8_Mn,12_B8_Vn,12_B9_Mn,12_B9_Vn,12_B10_Mn,12_B10_Vn
765,Uttarakhand,chamoli,2009,kharif,Rice,11673,13813.0,1.18332905,15380.0,17754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,121,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,106,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,117,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,29,2,,,,,,,,,,,,,,,,,,,,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,,,,,,,,,,,,,,,,,,,,
766,Uttarakhand,chamoli,2010,kharif,Rice,12407,17532.0,1.413073265,13813.0,15380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,20,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,117,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,124,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,86,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,17,0,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,,,,,,,,,,,,,,,,,,,,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,
767,Uttarakhand,champawat,2004,kharif,Rice,9861,12201.0,1.237298448,11134.0,10526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Uttarakhand,champawat,2005,kharif,Rice,9395,11923.0,1.269079297,12201.0,11134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Uttarakhand,champawat,2006,kharif,Rice,10109,12137.0,1.200613315,11923.0,12201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Uttarakhand,champawat,2007,kharif,Rice,6948,9490.0,1.365860679,12137.0,11923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Uttarakhand,champawat,2008,kharif,Rice,10060,9498.0,0.944135189,9490.0,12137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Uttarakhand,champawat,2009,kharif,Rice,6848,8222.0,1.200642523,9498.0,9490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Uttarakhand,champawat,2010,kharif,Rice,7216,7455.0,1.033120843,8222.0,9498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Uttarakhand,dehradun,2004,kharif,Rice,12317,23415.0,1.901031095,27981.0,25244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,10,9,12,8,20,18,22,8,79,29,8,6,,,101,36,513,170,0,0,0,0,0,0,0,0,0,0,19,1,0,0,,,27,3,353,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,270,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,290,186,33,5,11,0,21,2,0,0,0,0,0,0,0,0,,,0,0,377,635,116,0,106,1,105,1,93,1,35,1,26,16,19,1,,,8,10,578,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,257,220,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,,26,3,331,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,290,186,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,,12,0,357,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,
775,Uttarakhand,dehradun,2005,kharif,Rice,12344,25667.0,2.079309786,23415.0,27981.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,249,206,46,2,32,2,26,4,35,7,15,20,53,33,8,12,,,55,42,552,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,335,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,307,209,0,0,0,0,0,0,0,0,0,0,21,6,0,0,,,30,12,55,40,,,,,,,,,,,,,,,,,,,,,12,0,8,0,8,0,0,0,0,0,0,0,0,0,,,0,0,276,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,280,261,19,1,0,0,1,0,5,0,0,0,3,0,0,0,,,10,0,381,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,272,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,273,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,338,304,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,75,,75,,75,,75,,75,,75,,75,,,,75,,75,,,,,,,,,,,,,,,,,,,,,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,
776,Uttarakhand,dehradun,2006,kharif,Rice,12091,24734.0,2.045653792,25667.0,23415.0,10,7,1,6,0,7,5,7,14,10,59,24,3,10,,,64,29,526,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,333,295,63,18,51,12,53,12,0,0,0,0,0,0,0,0,,,0,0,406,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,51,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,398,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,263,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,321,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,336,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,250,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,352,553,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,
777,Uttarakhand,dehradun,2007,kharif,Rice,11795,25112.0,2.129037728,24734.0,25667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,314,219,0,0,0,0,0,0,0,0,0,0,11,1,0,0,,,13,2,81,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,344,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,277,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,298,197,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,,33,3,359,343,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,22,7,0,0,,,28,11,65,56,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,5,0,397,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,0,341,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,264,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,276,169,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,75,,75,,75,,75,,75,,75,,75,,,,75,,75,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,,,,,,,,,,,,,,,,,,,,,75,,75,,75,,75,,75,,75,,75,,,,75,,75,,225,,225,,225,,225,,225,,225,,225,,,,225,,225,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,
778,Uttarakhand,dehradun,2008,kharif,Rice,11428,23706.0,2.074378719,25112.0,24734.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,6,0,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,250,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,271,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,256,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,276,253,59,29,47,22,46,28,62,10,46,16,63,6,23,20,,,55,6,571,220,0,0,0,0,0,0,2,0,4,0,23,7,0,0,,,28,11,126,215,111,125,98,85,100,114,86,38,56,58,64,13,29,48,,,72,9,557,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,0,344,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,282,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,254,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,252,211,75,,75,,75,,75,,75,,75,,75,,,,75,,75,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,75,,75,,75,,75,,75,,75,,75,,,,75,,75,,150,,150,,150,,150,,150,,150,,150,,,,150,,150,,375,,375,,375,,375,,375,,375,,375,,,,375,,375,,450,,450,,450,,450,,450,,450,,450,,,,450,,450,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,,300,,300,,300,,300,,300,,300,,300,,,,300,,300,
